"paper_title","author_name","is_first_author"
"Pieces of Peace: Women and Gender in Peace Agreements","Tara Capel",False
"Pieces of Peace: Women and Gender in Peace Agreements","Uta Hinrichs",False
"Pieces of Peace: Women and Gender in Peace Agreements","Laura Wise",False
"Piezoelectric Strings as a Musical Interface","Marcel Ehrhardt",True
"Piezoelectric Strings as a Musical Interface","Clemens Wegener",False
"Piezoelectric Strings as a Musical Interface","Max Neupert",False
"Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform","Adán L. Benito Temprano",False
"Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform","Teresa Pelinski",True
"Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform","Rodrigo Diaz",False
"Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform","Andrew McPherson",False
"Pitch Fingering Systems and the Search for Perfection","Travis West",True
"Pixel of Matter: New Ways of Seeing with an Active Volumetric Filmmaking System","Seonghoon Ban",True
"Pixel of Matter: New Ways of Seeing with an Active Volumetric Filmmaking System","Kyung Hoon Hyun",False
"Pixels in the Material World: Making Marching Cubes","Luke Stern",False
"Pixels in the Material World: Making Marching Cubes","Jesse Colin Jackson",True
"Planet Anima: a virtual graduation experience in the metaverse","Xin Lyu",False
"Planet Anima: a virtual graduation experience in the metaverse","Zihan Gao",True
"Plant Based Bio-Drone for Environmental Monitoring in The Amazon","Zane Cerpina",True
"Plantae Agrestis: Distributed, Self-Organizing Cybernetic Plants in a Botanical Conservatory","Harpreet Sareen",True
"Plantae Agrestis: Distributed, Self-Organizing Cybernetic Plants in a Botanical Conservatory","Yasuaki Kakehi",False
"PlantConnect","Carlos Castellanos",True
"PlantConnect and Microbial Sonorities: Exploring the Intersection of Plant, Microbial and Machine Agencies","Carlos Castellanos",True
"Plastic Landscape - The Reversible World","Yoon Chung Han",True
"Playful Audio-Visual Interaction with Spheroids","Yuma Ikawa",True
"Playful Audio-Visual Interaction with Spheroids","Akihiro Matsuura",False
"Playing with Emotions: Biosignal-based Control in Virtual Reality Game Project H.E.A.R.T","Sofian Audry",False
"Playing with Emotions: Biosignal-based Control in Virtual Reality Game Project H.E.A.R.T","Alex M. Lee",False
"Playing with Emotions: Biosignal-based Control in Virtual Reality Game Project H.E.A.R.T","Erin M. Gee",True
"Playing with Resistance","Robert Ek",True
"Plus Noise Unlock","Meesh Fradkin",True
"PneuSeries: 3D Shape Forming with Modularized Serial-Connected Inflatables","Yuwen Chen",True
"PneuSeries: 3D Shape Forming with Modularized Serial-Connected Inflatables","Lung-Pan Cheng",False
"PneuSeries: 3D Shape Forming with Modularized Serial-Connected Inflatables","Yi Chen",False
"PneuSeries: 3D Shape Forming with Modularized Serial-Connected Inflatables","Weiju Lin",False
"Political Crystals: Numinous Hashtags","Clarissa Ribeiro",True
"Polyphonic Materiality in Extended Reality","Kate Geck",True
"Pop-up for Collaborative Music-making","Amit D Patel",True
"Pop-up for Collaborative Music-making","John Richards",False
"Popular Viennese Electronic Music, 1990–2015: A Cultural History","Beate Peter",True
"Portable Projections: Analyzing Cocreated Site-Specific Video Walks","Rocio von Jungenfeld",True
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Thi-Ngoc-Hanh Le",False
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Changsheng Xu",False
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Yuxin Zhang",True
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Fan Tang",False
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Weiming Dong",False
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Tong-Yee Lee",False
"Portraits of No One: An Internet Artwork","João Correia",False
"Portraits of No One: An Internet Artwork","Sérgio M Rebelo",False
"Portraits of No One: An Internet Artwork","Penousal Machado",False
"Portraits of No One: An Internet Artwork","Tiago D Martins",True
"Portraits of No One: An Internet Artwork","João Bicker",False
"Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic","Mauro Toselli",False
"Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic","Ruth Baker",False
"Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic","Julia Rédei",False
"Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic","Claire Elisabeth Ohlenschlager",False
"Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic","Makayla M Lewis",True
"PoseVEC: Authoring Adaptive Pose-aware Effects Using Visual Programming and Demonstrations","Rubaiat Kazi",False
"PoseVEC: Authoring Adaptive Pose-aware Effects Using Visual Programming and Demonstrations","Cuong Nguyen",False
"PoseVEC: Authoring Adaptive Pose-aware Effects Using Visual Programming and Demonstrations","Yongqi Zhang",True
"PoseVEC: Authoring Adaptive Pose-aware Effects Using Visual Programming and Demonstrations","Lap-Fai Yu",False
"Positioning Paradata: A Conceptual Frame for AI Processual Documentation in Archives and Recordkeeping Contexts","Scott Cameron",True
"Positioning Paradata: A Conceptual Frame for AI Processual Documentation in Archives and Recordkeeping Contexts","Babak Hamidzadeh",False
"Positioning Paradata: A Conceptual Frame for AI Processual Documentation in Archives and Recordkeeping Contexts","Pat Franks",False
"Possi(A)bilities: Augmented Reality Experiences of Possible Motor Abilities Enabled by a Video-Projected Virtual Hand","Radu-Daniel Vatavu",True
"Possibilising Performance through Interactive Telematic Technology: Mental Dance","Monica Lim",False
"Possibilising Performance through Interactive Telematic Technology: Mental Dance","Carol Brown",True
"Possible Applications of Knots in Computer Music and NIMEs","Sergey Kasich",True
"Possible City: colonial trauma and mediated space","Lawrence Bird",True
"Post-digital sax - a digitally controlled acoustic single reed woodwind instrument","Krzysztof Cybulski",True
"Post-digital Typography Education with Digital Fabrication","Taekyeom Lee",True
"Post-Human Motherhoods: Reflections on mother-offspring bonding as symbiotic individuation in Contemporary Art","Graziele Lautenschlaeger",True
"Post-immersion: Towards a Discursive Situation in Media Arts","Budhaditya Chattopadhyay",True
"Posthuman Rituals","Nina Rajcic",True
"Posthuman Rituals","Jon McCormack",False
"Postlocative Art for a Non-Anthropocentric World","Santiago Morilla Chinchilla",True
"Posts with No Response: The Island of Loneliness","Tan Tang",False
"Posts with No Response: The Island of Loneliness","Junxiu Tang",True
"Posts with No Response: The Island of Loneliness","Rui Sheng",False
"Posts with No Response: The Island of Loneliness","Yifang Wang",False
"Posts with No Response: The Island of Loneliness","Xinhuan Shu",False
"Posts with No Response: The Island of Loneliness","Xiaojiao Chen",False
"Posts with No Response: The Island of Loneliness","Yingcai Wu",False
"Power and Resistance in Digital Degrowth","Enric Mor",False
"Power and Resistance in Digital Degrowth","Joan Soler-Adillon",False
"Power and Resistance in Digital Degrowth","Raul Nieves",True
"Practicing Odin Teatret’s Archives: virtual translations of embodied knowledge through archival practices","Adriana La Selva",True
"Practicing Odin Teatret’s Archives: virtual translations of embodied knowledge through archival practices","Ioulia Marouda",False
"Practising collectivity: Performing public space in everyday China","Claudia Westermann",False
"Practising collectivity: Performing public space in everyday China","Siti Balkish Roslan",False
"Practising collectivity: Performing public space in everyday China","Teresa Hoskyns",True
"Prehistoric NIME: Revisiting Research on New Musical Interfaces in the Computer Music Community before NIME","Marcelo M. Wanderley",True
"PRESENTATION OF SELF IN MACHINE LIFE","Lui Lok Marco",False
"PRESENTATION OF SELF IN MACHINE LIFE","Mizuho Kappa",False
"PRESENTATION OF SELF IN MACHINE LIFE","Ray LC",True
"Preserving Southern Thai Traditional Manora Dance Through Mobile Role-Playing Game Technology","Kannattha Chaisriya",False
"Preserving Southern Thai Traditional Manora Dance Through Mobile Role-Playing Game Technology","Sasithorn Rattanarungrot",True
"Preserving Southern Thai Traditional Manora Dance Through Mobile Role-Playing Game Technology","Martin White",False
"Preserving Southern Thai Traditional Manora Dance Through Mobile Role-Playing Game Technology","Kosin Kalarat",False
"PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing","Derek Witzig",False
"PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing","Christian Holz",False
"PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing","Andreas Fender",True
"PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing","Max Möbus",False
"Primitive Way Country Come Look Inside","Ysolde Stienon",True
"Primitive Way Country Come Look Inside","Marina Tsaplina",False
"Principles of Instrument and System Design for LaptOperas","Curtis Ullerich",False
"Principles of Instrument and System Design for LaptOperas","Anne K. Hege",True
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Bridger Herman",True
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Daniel F. Keefe",False
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Greg Abram",False
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Seth Johnson",False
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Annie Bares",False
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","Francesca Samsel",False
"Privacy in the Age of Mobile XR","Alejandro Rodriguez",True
"Privacy in the Age of Mobile XR","Tomas Laurenzo",False
"Probabilistic Craft- Materialization of generated images using digital and traditional craft","Amit R Zoran",False
"Probabilistic Craft- Materialization of generated images using digital and traditional craft","Sharan R Elran",True
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","Johnty Wang",False
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","João Tragtenberg",False
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","Filipe Calegario",True
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","John Sullivan",False
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","Marcelo M. Wanderley",False
"Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes","Eduardo Meneses",False
"Probing Food and Power with Robotized Spoonfuls of Edible Paste","Simon Laroche",False
"Probing Food and Power with Robotized Spoonfuls of Edible Paste","David Szanto",True
"Probing Historical Image Contexts: Enhancing Visual Archive Retrieval through Computer Vision","Edouardo Honig",False
"Probing Historical Image Contexts: Enhancing Visual Archive Retrieval through Computer Vision","Brandon Le",False
"Probing Historical Image Contexts: Enhancing Visual Archive Retrieval through Computer Vision","Lin Du",True
"Procedural Modeling Based Shape Grammar as a Key to Generating Digital Architectural Heritage","Maha Ayed Alfadalat",True
"Procedural Modeling Based Shape Grammar as a Key to Generating Digital Architectural Heritage","Loai Dabbour",False
"Procedural Modeling Based Shape Grammar as a Key to Generating Digital Architectural Heritage","Wael Al-Azhari",False
"Procedurally Generated Artworks Based on Multiple Sequence Alignment of Orthologous Gene Copies","Martin Calvino",True
"Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices","Pascal Dhulster",False
"Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices","Marc Teyssier",False
"Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices","Lucile Haute",False
"Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices","Vivien Roussel",True
"Productive Bodies","Clea T. von Chamier-Waite",False
"Productive Bodies","Vygandas “Vegas” Šimbelis",False
"Productive Bodies","Adriaan Odendaal",False
"Productive Bodies","Valentina Serrati",False
"Productive Bodies","Sanjay Sahota",False
"Productive Bodies","Giusy Pirrotta",False
"Productive Bodies","Louise Mackenzie",False
"Productive Bodies","Sheila Pinkel",True
"Productive Bodies","Janna Ahrndt",False
"Productive Bodies","Joo Yun Lee",False
"Productive Bodies","Jennifer (Juniper) Harrower",False
"Productive Bodies","Rain Ashford",False
"Productive Bodies","Lucie Lederhendler",False
"Productive Bodies","Mario Duarte",False
"Productive Bodies","Kristin Carlson",False
"Productive Bodies","Kathleen Deck",False
"Productive Bodies","Chelsea Thompto",False
"Productive Bodies","Karla Zavala",False
"Programmoire: Refiguring Witchcraft for a Creative Agency via Computational Art Practice","Batool Desouky",True
"Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models","Bryan Wang",False
"Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models","Tovi Grossman",False
"Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models","Sageev Oore",False
"Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models","Mauricio Sousa",False
"Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models","Stephen Brade",True
"PromptPaint: Steering Text-to-Image Generation Through Paint Medium-like Interactions","Eytan Adar",False
"PromptPaint: Steering Text-to-Image Generation Through Paint Medium-like Interactions","John Chung",True
"Proof-of-Stake Non-Fungible Tokens, the Distributed Autonomous Organization, and the Valuation of Art: A Proposal for a Nonprofit, Community Controlled NFT","David Britton",True
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Selma Khouri",False
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Mouna Cherrad",False
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Safia Ouahab",False
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Sabrina Kacher",False
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Houda Oufaida",False
"Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture","Racha Amrani",True
"Protecting Privacy in Digital Records: The Potential of Privacy-Enhancing Technologies","Victoria L. Lemieux",True
"Protecting Privacy in Digital Records: The Potential of Privacy-Enhancing Technologies","John Werner",False
"Protest and Aesthetics in The Metainterface Spectacle","Christian Ulrik Andersen",True
"Protest and Aesthetics in The Metainterface Spectacle","Søren Bro Pold",False
"Proteus 3.0 - Interacting with the cloud","Pierre Cutellic",False
"Proteus 3.0 - Interacting with the cloud","Maria Smigielska",True
"Pseudorandom: generative animation as performance in Emergent (2020–2022)","EL Putnam",True
"Psychedelic Forms - Ceramics and Physical Form in Conversation with Deep Learning","Mar Canet Sola",False
"Psychedelic Forms - Ceramics and Physical Form in Conversation with Deep Learning","Varvara Guljajeva",True
"Public Library Consoles – Publishing Collections with the Flick of a Hand","Fernando Vilariño Freire",False
"Public Library Consoles – Publishing Collections with the Flick of a Hand","Dan Norton",True
"Pulcher Aureus Filum. Biological Substrate Computers and the Ecological Paradigm Shift","Jaime Alonso Lobato Cardoso",True
"Pulse: Entanglements of air and light in pandemic academia","Meghan Moe Beitiks",True
"Puppetry in Tangible Narratives: Interactive and Collaborative Storytelling in The Non-myth of the Noble Red","Daniel Echeverri",True
"Qatipana: Towards the possibility of Cosmotechnics and Technodiversity","Renzo Filinich Orozco",True
"Quadrant: A Multichannel, Time-of-Flight Based Hand Tracking Interface for Computer Music","Chris Chronopoulos",True
"Qualia Formation through Sensory Substitution in Artistic Laboratories in Russia","Ksenia Fedorova",True
"Qualia Formation through Sensory Substitution in Artistic Laboratories in Russia","Elena Demidova",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Cuong Viet Ta",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Hung Xuan Nguyen",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Hoa Minh Nguyen",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Ha Thanh Le",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Chau Thi Ma",False
"Quality Assessment Criteria and Methods for 3D Digital Replica of Historical Printing Woodblocks","Duyen Thi Ngo",True
"Quantitative evaluation of aspects of embodiment in new digital musical instruments","Andrea Guidi",True
"Quantitative evaluation of aspects of embodiment in new digital musical instruments","Andrew McPherson",False
"Quaran.tiles. Archiving expressive digital places from Instagram during the COVID-19 pandemic","Giacomo Flaim",False
"Quaran.tiles. Archiving expressive digital places from Instagram during the COVID-19 pandemic","Andrea Benedetti",True
"Quaran.tiles. Archiving expressive digital places from Instagram during the COVID-19 pandemic","Beatrice Gobbo",False
"Queer Communication: Human-Nonhuman Encounters","Natacha Lamounier",True
"Querying the Ghost: AI Hauntography in NIME","Thor Magnusson",False
"Querying the Ghost: AI Hauntography in NIME","Nicola Privato",True
"R-FF: A Single Reed Haptic Library for the TorqueTuner","Maxwell Gentili-Morin",True
"R-FF: A Single Reed Haptic Library for the TorqueTuner","Marcelo M. Wanderley",False
"RadarFoot: Fine-grain Ground Surface Context Awareness for Smart Shoes","Yunfan Wang",False
"RadarFoot: Fine-grain Ground Surface Context Awareness for Smart Shoes","Aaron Quigley",False
"RadarFoot: Fine-grain Ground Surface Context Awareness for Smart Shoes","Yongquan Hu",False
"RadarFoot: Fine-grain Ground Surface Context Awareness for Smart Shoes","Don Elvitigala",True
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","Michael Glueck",False
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","Mark Parent",False
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","Rorik Henrikson",False
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","Tovi Grossman",False
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","Sean Liu",True
"Rafa and David: ""Us"" vs ""Them""","Cátia Diogo",True
"Rage Against the Archive","Anshul Roy",True
"Random walks through poetry","Jeanne Devautour Choi",True
"Random walks through poetry","Samuel Boury",False
"Rap Tapestry: A Music Visualization Tool with Physical Weaving Data Physicalization","Carmen Hull",True
"Raw Harmonies: Transmediation through Raw Data","Kedrick James",False
"Raw Harmonies: Transmediation through Raw Data","Ernesto Peña",True
"RAW: Exploring Control Structures for Muscle-based Interaction in Collective Improvisation","Alexander Refsum Jensenius",False
"RAW: Exploring Control Structures for Muscle-based Interaction in Collective Improvisation","Çağrı Erdem",True
"RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy","Robin Foster",False
"RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy","John Richards",False
"RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy","Akihiro Kubota",False
"RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy","Tim Shaw",False
"RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy","John Bowers",True
"RAY","Weidi Zhang",True
"RayTone: A Node-based Audiovisual Sequencing Environment","John Burnett",False
"RayTone: A Node-based Audiovisual Sequencing Environment","Ge Wang",False
"RayTone: A Node-based Audiovisual Sequencing Environment","Eito Murakami",True
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Hao Tang",False
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Xiaomin Li",False
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Hao Xu",False
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Xiaolei Diao",False
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Daqian Shi",True
"RCRN: Real-world Character Image Restoration Network via Skeleton Extraction","Hao Xing",False
"Re-conceptualizing the villain: Todd Phillips’s Joker through the lens of Vedic hermeneutics","Lalit Aditya Kaushal",True
"Re-conceptualizing the villain: Todd Phillips’s Joker through the lens of Vedic hermeneutics","Nipun Kalia",False
"Re-enacting/mediating/activating: Towards a collaborative feminist approach to research-creation","Gabriela Aceves Sepúlveda",True
"Re-presencing telematic dreaming – awakening a critical feminist phenomenology","Susan Kozel",True
"Re-socializing emptied spaces: a queer-feminist performance, the theatrical apparatus and its (post)pandemic epistemology","Ulf Otto",True
"Reactivating and Preserving Interactive Multimedia Artworks: An Analog Performance from the Seventies","Alessandro Fiordelmondo",True
"Reactivating and Preserving Interactive Multimedia Artworks: An Analog Performance from the Seventies","Niccoló Pretto",False
"Reactivating and Preserving Interactive Multimedia Artworks: An Analog Performance from the Seventies","Sergio Canazza",False
"Reactive Video: Movement Sonification for Learning Physical Activity with Adaptive Video Playback","Patrick Chiu",False
"Reactive Video: Movement Sonification for Learning Physical Activity with Adaptive Video Playback","Laurent Denoue",False
"Reactive Video: Movement Sonification for Learning Physical Activity with Adaptive Video Playback","Don Kimber",False
"Reactive Video: Movement Sonification for Learning Physical Activity with Adaptive Video Playback","Chris Clarke",False
"Reactive Video: Movement Sonification for Learning Physical Activity with Adaptive Video Playback","Doga Cavdir",True
"Read Your Voice: A Playful Interactive Sound Encoder/Decoder","Hugo Pauget Ballesteros",True
"Read Your Voice: A Playful Interactive Sound Encoder/Decoder","Gilles Azzaro",False
"Read Your Voice: A Playful Interactive Sound Encoder/Decoder","Jean Denis Durou",False
"Read Your Voice: A Playful Interactive Sound Encoder/Decoder","Yvain Quéau",False
"Read Your Voice: A Playful Interactive Sound Encoder/Decoder","Jean Mélou",False
"Reading computer-generated texts: examining code as a reading strategy","Tuuli Hongisto",True
"Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games","Philip Tchernavskij",True
"Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games","Andrew M Webb",False
"Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games","Hayden Gemeinhardt",False
"Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games","Wendy E Mackay",False
"Real-Time Co-Creation of Expressive Music Performances Using Speech and Gestures","Ilya Borovik",True
"Real-Time Co-Creation of Expressive Music Performances Using Speech and Gestures","Vladimir Viro",False
"Real-time Multi-CNN-based Emotion Recognition System for Evaluating Museum Visitors’ Satisfaction","Do-hyung Kwon",True
"Real-time Multi-CNN-based Emotion Recognition System for Evaluating Museum Visitors’ Satisfaction","Jeong-min Yu",False
"Real-time Timbre Remapping with Differentiable DSP","Andrew McPherson",False
"Real-time Timbre Remapping with Differentiable DSP","Andrew Robertson",False
"Real-time Timbre Remapping with Differentiable DSP","Jordie Shier",True
"Real-time Timbre Remapping with Differentiable DSP","Charalampos Saitis",False
"REALational Perspectives: Strategies for Expanding beyond the Here and Now in Mobile Augmented Reality (AR) Art","Liron Efrat",True
"Realism in the Age of the Simulated Image: Two Black Holes","Peter Nelson",True
"RealityCanvas: Augmented Reality Sketching for Embedded and Responsive Scribble Animation Effects","Zhijie Xia",True
"RealityCanvas: Augmented Reality Sketching for Embedded and Responsive Scribble Animation Effects","Kevin Van",False
"RealityCanvas: Augmented Reality Sketching for Embedded and Responsive Scribble Animation Effects","Kyzyl Monteiro",False
"RealityCanvas: Augmented Reality Sketching for Embedded and Responsive Scribble Animation Effects","Ryo Suzuki",False
"RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling","Rubaiat Habib Kazi",False
"RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling","Jian Liao",True
"RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling","Adnan Karim",False
"RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling","Shivesh Singh Jadon",False
"RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling","Ryo Suzuki",False
"Reasonable Weirdness: Integrating Machine Perspective in Visual Creativity","Sey Min",True
"Reasonable Weirdness: Integrating Machine Perspective in Visual Creativity","Jihye Lee",False
"Rebalancing media in environments: analysing flows of action","Rocio von Jungenfeld",True
"Reclaiming and Commemorating Difficult Felt Experiences","Aisling Kelliher",True
"ReCollection","Jieliang Luo",False
"ReCollection","weidi zhang",True
"ReCollection: Creating synthetic memories with AI in an interactive art installation","Jieliang (Rodger) Luo",False
"ReCollection: Creating synthetic memories with AI in an interactive art installation","Lijiaozi Cheng",False
"ReCollection: Creating synthetic memories with AI in an interactive art installation","Weidi Zhang",True
"reconFIGURE: Confronting Audiences with Digital Doppelgängers","Chris Elvis Leisi",False
"reconFIGURE: Confronting Audiences with Digital Doppelgängers","Martin Fröhlich",False
"reconFIGURE: Confronting Audiences with Digital Doppelgängers","Pascal Lund-Jensen",False
"reconFIGURE: Confronting Audiences with Digital Doppelgängers","Christopher Lloyd Salter",False
"reconFIGURE: Confronting Audiences with Digital Doppelgängers","Florian Christoph Bruggisser",True
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Fei Wu",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Yuqing Zhang",True
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Zhou Fang",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Xinyu Yang",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Shengyu Zhang",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Baoyi He",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Huaiyong Dou",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Junchi Yan",False
"Reconnecting the Broken Civilization: Patchwork Integration of Fragments from Ancient Manuscripts","Yongquan Zhang",False
"Reconsidering the Substance of Digital Video from a Sadrian Perspective","Azadeh Emadi",True
"Reconstruction of Artifacts from Digital Image Repositories","Ophir Frieder",False
"Reconstruction of Artifacts from Digital Image Repositories","Cristopher H Flagg",True
"Reconstruction: A Motion Driven Interactive Artwork Inspired by Chinese Shadow Puppet","Chong Cao",False
"Reconstruction: A Motion Driven Interactive Artwork Inspired by Chinese Shadow Puppet","Wenli Jiang",True
"Record Once, Post Everywhere: Automatic Shortening of Audio Stories for Social Media","Gautham J Mysore",False
"Record Once, Post Everywhere: Automatic Shortening of Audio Stories for Social Media","Bryan Wang",True
"Record Once, Post Everywhere: Automatic Shortening of Audio Stories for Social Media","Zeyu Jin",False
"Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design","Antonio Rodà",False
"Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design","Raul Masu",False
"Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design","Giacomo Lepri",False
"Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design","Nicolò Merendino",True
"Rediscovering Korea’s Ancient Skies: An Immersive, Interactive 3D Map of Traditional Korean Constellations in the Milky Way","Benjamin L’Huillier",False
"Rediscovering Korea’s Ancient Skies: An Immersive, Interactive 3D Map of Traditional Korean Constellations in the Milky Way","Sung-A Jang",True
"Reembodied Sound and Transducer-actuated Instruments in Refraction Interlude","Matthew Goodheart",True
"Reflection on Abstract Art through Kandinsky's Teaching: Reflection on Abstract Art through Reconstruction of Kandinsky's Teaching at the Bauhaus","Jungah Son",True
"Reflection on Abstract Art through Kandinsky's Teaching: Reflection on Abstract Art through Reconstruction of Kandinsky's Teaching at the Bauhaus","George Legrady",False
"Reflection on Abstract Art through Kandinsky's Teaching: Reflection on Abstract Art through Reconstruction of Kandinsky's Teaching at the Bauhaus","Marko Peljhan",False
"Reflections on Eight Years of Instrument Creation with Machine Learning","Laetitia Sonami",False
"Reflections on Eight Years of Instrument Creation with Machine Learning","Rebecca Fiebrink",True
