"paper_title","author_name","is_first_author"
"Dissecting My Data Body: How to Know Thyself as a Virtual Reality in the Digital Age","Marilène Oliver",True
"Dissecting My Data Body: How to Know Thyself as a Virtual Reality in the Digital Age","Scott Smallwood",False
"Dithering Eyes: Or, Correspondences with Erratic Bodies","Christina Jauernik",True
"Diverse Cultural Thought In The European Context Through Music Collaboration Networks","Manuel Gértrudix-Barrio",False
"Diverse Cultural Thought In The European Context Through Music Collaboration Networks","Felipe Gértrudix-Barrio",False
"Diverse Cultural Thought In The European Context Through Music Collaboration Networks","Esther Vargas-Gil",True
"Diversity traces: an interactive lens on multi-racial families in America","Pedro Cruz",True
"DIY (Do-It-Yourself) Electronics, Coin-Operated Relic Boxes and Techno-Animist Shrines","Emit Snake-Beings",True
"DMI Apprenticeship: Sharing and Replicating Musical Artefacts","Luis Zayas-Garin",True
"DMI Apprenticeship: Sharing and Replicating Musical Artefacts","Jacob Harrison",False
"DMI Apprenticeship: Sharing and Replicating Musical Artefacts","Robert Jack",False
"DMI Apprenticeship: Sharing and Replicating Musical Artefacts","Andrew McPherson",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Giusy Pirrotta",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Louise Mackenzie",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Joo Yun Lee",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Rain Ashford",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Janna Ahrndt",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Valentina Serrati",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Sanjay Sahota",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Adriaan Odendaal",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Karla Zavala",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Clea T. von Chamier-Waite",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Chelsea Thompto",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Jennifer (Juniper) Harrower",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Sheila Pinkel",True
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Vygandas “Vegas” Šimbelis",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Lucie Lederhendler",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Mario Duarte",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Kathleen Deck",False
"DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions","Kristin Carlson",False
"Do Humans Dream of Digital Devices? Subconscious User Experiences and Narratives","Makayla M Lewis",False
"Do Humans Dream of Digital Devices? Subconscious User Experiences and Narratives","John Miers",False
"Do Humans Dream of Digital Devices? Subconscious User Experiences and Narratives","Miriam Sturdee",True
"Do It Yourself, Rain! Dabbling Drops, Splashes, and Waves: Experiments in Art and Science","Tuula Närhinen",True
"Documentation and Replicability in the NIME Community","Christian Frisson",False
"Documentation and Replicability in the NIME Community","Eduardo Meneses",False
"Documentation and Replicability in the NIME Community","Joseph Malloch",False
"Documentation and Replicability in the NIME Community","Vincent Cusson",False
"Documentation and Replicability in the NIME Community","Marcelo M. Wanderley",False
"Documentation and Replicability in the NIME Community","João Tragtenberg",False
"Documentation and Replicability in the NIME Community","Filipe Calegario",True
"Documenting acousmatic music interpretation: a developmental framework based on cross self-confrontations","Guillaume Boutard",True
"Documenting acousmatic music interpretation: a developmental framework based on cross self-confrontations","François-Xavier Féron",False
"DoongDoong.club: A Web-Based Metaverse Music Sequencer With Korean Onomatopoeic and Mimetic Words","Dayoung Lee",False
"DoongDoong.club: A Web-Based Metaverse Music Sequencer With Korean Onomatopoeic and Mimetic Words","Chaeryeong Oh",True
"DoongDoong.club: A Web-Based Metaverse Music Sequencer With Korean Onomatopoeic and Mimetic Words","Alexandria Smith",False
"Double-Sided Tactile Interactions for Grasping in Virtual Reality","Jürgen Steimle",False
"Double-Sided Tactile Interactions for Grasping in Virtual Reality","Anusha Withana",False
"Double-Sided Tactile Interactions for Grasping in Virtual Reality","Arata Jingu",True
"DoubleCheck: Designing Community-based Assessability for Historical Person Identification","Kurt Luther",False
"DoubleCheck: Designing Community-based Assessability for Historical Person Identification","Vikram Mohanty",True
"Draw Portraits by Music: A Music based Image Style Transformation","Wenfa Li",False
"Draw Portraits by Music: A Music based Image Style Transformation","Jingyan QIN",False
"Draw Portraits by Music: A Music based Image Style Transformation","Siyu Jin",True
"Draw Your Art Dream: Diverse Digital Art Synthesis with Multimodal Guided Diffusion","Nisha Huang",True
"Draw Your Art Dream: Diverse Digital Art Synthesis with Multimodal Guided Diffusion","Fan Tang",False
"Draw Your Art Dream: Diverse Digital Art Synthesis with Multimodal Guided Diffusion","Weiming Dong",False
"Draw Your Art Dream: Diverse Digital Art Synthesis with Multimodal Guided Diffusion","Changsheng Xu",False
"Drawing Conversations Mediated by AI","Anuradha Venugopal Reddy",False
"Drawing Conversations Mediated by AI","Paulina Yurman",True
"Drawing New Boundaries: Finding the Origins of Dragons in Carboniferous Plant Fossils","DorothyBelle Poli",True
"Drawing New Boundaries: Finding the Origins of Dragons in Carboniferous Plant Fossils","Lisa Stoneman",False
"Drawing to Extend Waddington’s Epigenetic Landscape","Berta Verd",False
"Drawing to Extend Waddington’s Epigenetic Landscape","Gemma Anderson",True
"Drawing to Extend Waddington’s Epigenetic Landscape","Johannes Jaeger",False
"Dream Painter: An Interactive Art Installation Bridging Audience Interaction, Robotics, and Creative AI","Mar Canet Sola",False
"Dream Painter: An Interactive Art Installation Bridging Audience Interaction, Robotics, and Creative AI","Varvara Guljajeva",True
"Dream Painter: Exploring creative possibilities of AI-aided speech-to-image synthesis in the interactive art context","Varvara Guljajeva",False
"Dream Painter: Exploring creative possibilities of AI-aided speech-to-image synthesis in the interactive art context","Mar Canet Sola",True
"Dreaming of new musical interaction – the interactive music in the project Dream","Jesper Nordin",True
"Dreams of the Earth and Sky | Грёзы о Земле и небе","Olesya Turkina",True
"Drivers for Resilience in Cultural Organizations: lessons from the Montreal festivals in the face of the COVID-19 pandemic","Marine Agogué",False
"Drivers for Resilience in Cultural Organizations: lessons from the Montreal festivals in the face of the COVID-19 pandemic","Nicolas Ricci",True
"drop: An Interactive Art Installation with Waterdrop Projection-Mapping","Sadam Fujioka",True
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Christian Vasileios Tsalidis de Zabala",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Ali Adjorlu",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Jarnail Chudge",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Ann Paradiso",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Stefania Serafin",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Truls Bendik Tjemsland",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Balazs Andras Ivanyi",True
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Scott James Naylor",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Marcus Alexander Dyrholm",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Lilla Julia Toth",False
"DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)","Dwayne Lamb",False
"Dynamic Paintings: Real-Time Interactive Artworks in Web","Yinan Xiong",False
"Dynamic Paintings: Real-Time Interactive Artworks in Web","Motahareh Fard",False
"Dynamic Paintings: Real-Time Interactive Artworks in Web","Ani Barseghyan",False
"Dynamic Paintings: Real-Time Interactive Artworks in Web","Ergun Akleman",True
"Dynamic Paintings: Real-Time Interactive Artworks in Web","Anusha Shanker",False
"Dynamic Toolchains: Software Infrastructure for Digital Fabrication Workflows","Nadya Peek",False
"Dynamic Toolchains: Software Infrastructure for Digital Fabrication Workflows","Hannah Twigg-Smith",True
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Shuai Zhang",False
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Lulin Shi",False
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Xingzhong Hou",True
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Haihang You",False
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Zite Jiang",False
"Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation","Boxiao Liu",False
"Dépaysement: Embracing Physicality—Transforming Computational Visual Music to Fine Art Monotype","Rebecca Ruige Xu",True
"Dépaysement: Embracing Physicality—Transforming Computational Visual Music to Fine Art Monotype","Sean Hongsheng Zhai",False
"E-cellulose: symbiotic cultivation for the production of smart textiles in a framework of sustainable fashion and electronic art","Alis Pataquiva-Mateus",True
"E-Co-Affectivity: Exploring Pathos at Life’s Material Interfaces","Gregory Tague",True
"Early Phenomenological Light Works","Sheila Pinkel",True
"Early Prototypes and Artistic Practice with the Mubone","Travis West",True
"Early Prototypes and Artistic Practice with the Mubone","Kalun Leung",False
"Earth-Centered Communication Technology: Lichen as a Model Interface","Jules Litman-Cleper",True
"Easiness and amount. Contribution of digitalization to the act of listening and its possibilities","Daniel Torras i Segura",True
"EchoVision","Yilan Elan Tao",False
"EchoVision","Jianan Johanna Liu",False
"EchoVision","Xiaobo Aaron Hu",False
"EchoVision","Jiabao Li",False
"EchoVision","Botao Amber Hu",True
"EchoVision","Danlin Huang",False
"Eco-Art: On the Topography of the Harrisons","Carinne Knight",True
"Eco-Mending","Jane Adams",True
"Eco-Mending","Racquel Fygenson",False
"eCO2system: exploring the environmental and social impact of the internet’s materiality through a data-driven media art installation","Caterina Antonopoulou",True
"ecoEDA: Recycling E-waste During Electronics Design","Pedro Lopes",False
"ecoEDA: Recycling E-waste During Electronics Design","Joyce Passananti",False
"ecoEDA: Recycling E-waste During Electronics Design","Romain Nith",False
"ecoEDA: Recycling E-waste During Electronics Design","K. Wu",False
"ecoEDA: Recycling E-waste During Electronics Design","Jasmine Lu",True
"ecoEDA: Recycling E-waste During Electronics Design","Beza Desta",False
"Ecologies of Thought: Generative Art as a Collaborative Research Methodology with Guarani and Kaiowá Indigenous Communities","Matheus da Rocha Montanari",True
"Ecopornography in Digital Arts","Stahl Stenslie",True
"Ecopornography in Digital Arts","Zane Cerpina",False
"Ecotechnologies of Practice: in-forming changing climates","Gisèle Trudel",True
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Roberta Ferrario",False
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Antonis Bikakis",True
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Stéphane Jean",False
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Béatrice Markhoff",False
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Alessandro Mosca",False
"Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage","Marianna Nicolosi Asmundo",False
"Effects of continuous and discontinuous non-relevant stimulus on creativity","Sylvain Fleury",False
"Effects of continuous and discontinuous non-relevant stimulus on creativity","Charles Mille",True
"Effects of continuous and discontinuous non-relevant stimulus on creativity","Olivier Christmann",False
"Effects of continuous and discontinuous non-relevant stimulus on creativity","Simon Richir",False
"Elemental: a Gesturally Controlled System to Perform Meteorological Sounds","T. Brizolara da Rosa",True
"Elemental: a Gesturally Controlled System to Perform Meteorological Sounds","S. Gibet",False
"Elemental: a Gesturally Controlled System to Perform Meteorological Sounds","C. Larboulette",False
"Eleven Movements of the Cryoscape – Ecological Explorations in Sonification for Affectively Engaging with Climate Change","Louise Foo",True
"Eleven Movements of the Cryoscape – Ecological Explorations in Sonification for Affectively Engaging with Climate Change","Jonas Fritsch",False
"Elliptical conversation: Alchemy and cybernetics","Diego Fagundes da Silva",True
"Embodied cognition, digital cultures and sensorimotor debility.","Simon Penny",True
"Embodied Composition: Composing the Body with Sound","Julie Herndon",False
"Embodied Gestures: Sculpting Energy-Motion Models into Musical Interfaces","Thomas Gorbach",False
"Embodied Gestures: Sculpting Energy-Motion Models into Musical Interfaces","Enrique Tomás",True
"Embodied Gestures: Sculpting Energy-Motion Models into Musical Interfaces","Hilda Tellioğlu",False
"Embodied Gestures: Sculpting Energy-Motion Models into Musical Interfaces","Martin Kaltenbrunner",False
"Embodied performance with digital visual effects technology: Empirical results of a digital acting programme","Nicolaas H. Jacobs",True
"Embodied performance with digital visual effects technology: Empirical results of a digital acting programme","Marth Munro",False
"Embodied performance with digital visual effects technology: Empirical results of a digital acting programme","Chris Broodryk",False
"Embracing Less Common Evaluation Strategies for Studying User Experience in NIME","P. J. Charles Reimer",True
"Embracing Less Common Evaluation Strategies for Studying User Experience in NIME","Marcelo M. Wanderley",False
"Emergent Knowledge in the Third Space of Art-Science","Lizzie Muller",True
"Emergent Knowledge in the Third Space of Art-Science","Lynn Froggett",False
"Emergent Knowledge in the Third Space of Art-Science","Jill Bennett",False
"Emergent Polyrhythmic Patterns with a Neuromorph Electronic Network","Christian Faubel",True
"Emergent. A post-pandemic living mobile gallery","Aadita Chaudhuri",False
"Emergent. A post-pandemic living mobile gallery","Allan Gomes",False
"Emergent. A post-pandemic living mobile gallery","Roberta Buiani",True
"Emergent. A post-pandemic living mobile gallery","Lorella Di Cintio",False
"Emergent. A post-pandemic living mobile gallery","Ilze Briede (Kavi)",False
"Emerging Strategies “Under The Bay” in AR/XR","Tsvetan Bachvaroff",False
"Emerging Strategies “Under The Bay” in AR/XR","Lisa Moren",True
"EMG Sonification as a Tool for Functional Rehabilitation of Spinal-Cord Injury","Atau Tanaka",False
"EMG Sonification as a Tool for Functional Rehabilitation of Spinal-Cord Injury","José Manuel Corredera",True
"Emotional Machines: Toward Affective Virtual Environments","Jorge Forero",True
"Emotional Machines: Toward Affective Virtual Environments","Mónica Mendes",False
"Emotional Machines: Toward Affective Virtual Environments","Gilberto Bernardes",False
"Empty Mind: an exploration towards an autonomous digital experience and aesthetics within a virtual live performance","Ine Vanoeveren",False
"Empty Mind: an exploration towards an autonomous digital experience and aesthetics within a virtual live performance","Kristof Timmerman",True
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Linghao Zhu",False
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Teng Han",False
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Xiaohua Sun",False
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Yuan Zeng",False
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Qi Wang",True
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Nianding Ye",False
"EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit","Runhua Zhang",False
"Enactive spectatorship, critical making, and dramaturgical analysis: building Something Wicked, the Macbeth video game","E. B. Hunter",True
"Enchanting Materialities: e-textiles installations for an ecosophic world","Jo Law",True
"Enchanting Materialities: e-textiles installations for an ecosophic world","Agnieszka Golda",False
"Endless Forms Most Beautiful: A Garden Shows That Cancer Is a Part of Life","Pamela Winfrey",True
"Endless Forms Most Beautiful: A Garden Shows That Cancer Is a Part of Life","Athena Aktipis",False
"Endless Forms Most Beautiful: A Garden Shows That Cancer Is a Part of Life","Caspian Robertson",False
"Endless Forms Most Beautiful: A Garden Shows That Cancer Is a Part of Life","Carlo Maley",False
"Enhanced Family Tree: Evolving Research and Expression","Fan Xiang",True
"Enhanced Family Tree: Evolving Research and Expression","Kaixi Chen",False
"Enhanced Family Tree: Evolving Research and Expression","Zhiqiang Liang",False
"Enhanced Family Tree: Evolving Research and Expression","Zhigang Wang",False
"Enhanced Family Tree: Evolving Research and Expression","Kevin Maher",False
"Enhanced Family Tree: Evolving Research and Expression","Yi Liu",False
"Enhanced Family Tree: Evolving Research and Expression","Shunshan Zhu",False
"Enhanced Family Tree: Evolving Research and Expression","Yilin Zhu",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Fan Xiang",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Shunshan Zhu",True
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Yi Liu",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Kevin Maher",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Zhigang Wang",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Yilin Zhu",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Kaixi Chen",False
"Enhanced Family Tree: Evolving Research and Expression: Best Paper Award","Zhiqiang Liang",False
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Javier Sevilla",False
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Pedro Morillo",False
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Mar Gaitán",False
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Pablo Casanova-Salas",True
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Inmaculada Coma",False
"Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps","Cristina Portalés",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Angel Villar-Corrales",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Ronak Kosti",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Peter Bell",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Corinna Reinhardt",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Vincent Christlein",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Andreas ""Magnet"" Maier",False
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Prathmesh Madhu",True
"Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning","Torsten Bendschus",False
"Enhancing Online Accessibility of Digitized Artifacts from Small Museum Collections in Cyprus: An Empirical Evaluation of the CyprusArk Solution","Sorin Hermon",False
"Enhancing Online Accessibility of Digitized Artifacts from Small Museum Collections in Cyprus: An Empirical Evaluation of the CyprusArk Solution","G Papaioannou",False
"Enhancing Online Accessibility of Digitized Artifacts from Small Museum Collections in Cyprus: An Empirical Evaluation of the CyprusArk Solution","A Avgousti",True
"Enriching Image Archives via Facial Recognition","Nastasia Vanderperren",False
"Enriching Image Archives via Facial Recognition","Alec van den Broeck",False
"Enriching Image Archives via Facial Recognition","Kenzo Milleville",True
"Enriching Image Archives via Facial Recognition","Matthias Priem",False
"Enriching Image Archives via Facial Recognition","Steven Verstockt",False
"Enriching Image Archives via Facial Recognition","Nico van de Weghe",False
"Enriching Image Archives via Facial Recognition","Rony Vissers",False
"Entangled Poetics: Two Bioartists in the Anthropocene","Anne M. Royston",True
"Entangled Realities: Emerging Performances of Relating Humans, Sonatars, and Spaces","Andreas Pirchner",True
"Entangled Speech: Semiotic sympoiesis for the posthuman commons","Klaus Spiess",True
"Entangled: A Multi-Modal, Multi-User Interactive Instrument in Virtual 3D Space Using the Smartphone for Gesture Control","Myungin Lee",True
"Entangling Practice with Artistic and Educational Aims: Interviews on Technology-based Movement-Sound Interactions","Frederic Bevilacqua",False
"Entangling Practice with Artistic and Educational Aims: Interviews on Technology-based Movement-Sound Interactions","Jules Françoise",False
"Entangling Practice with Artistic and Educational Aims: Interviews on Technology-based Movement-Sound Interactions","Victor Paredes",True
"Entering a dance performance through multimodal annotation: annotating with scores","Danae Kleida",True
"Enviro-Envision: Visualizing Climate Change through Art","Giusy Pirrotta",False
"Enviro-Envision: Visualizing Climate Change through Art","Joo Yun Lee",False
"Enviro-Envision: Visualizing Climate Change through Art","Lucie Lederhendler",False
"Enviro-Envision: Visualizing Climate Change through Art","Sheila Pinkel",True
"Enviro-Envision: Visualizing Climate Change through Art","Jennifer (Juniper) Harrower",False
"Enviro-Envision: Visualizing Climate Change through Art","Janna Ahrndt",False
"Enviro-Envision: Visualizing Climate Change through Art","Rain Ashford",False
"Enviro-Envision: Visualizing Climate Change through Art","Kristin Carlson",False
"Enviro-Envision: Visualizing Climate Change through Art","Kathleen Deck",False
"Enviro-Envision: Visualizing Climate Change through Art","Mario Duarte",False
"Enviro-Envision: Visualizing Climate Change through Art","Adriaan Odendaal",False
"Enviro-Envision: Visualizing Climate Change through Art","Karla Zavala",False
"Enviro-Envision: Visualizing Climate Change through Art","Clea T. von Chamier-Waite",False
"Enviro-Envision: Visualizing Climate Change through Art","Chelsea Thompto",False
"Enviro-Envision: Visualizing Climate Change through Art","Vygandas “Vegas” Šimbelis",False
"Enviro-Envision: Visualizing Climate Change through Art","Valentina Serrati",False
"Enviro-Envision: Visualizing Climate Change through Art","Sanjay Sahota",False
"Enviro-Envision: Visualizing Climate Change through Art","Louise Mackenzie",False
"Environmental Critical Zones: Reading the Wrack Lines","Bridget Baird",False
"Environmental Critical Zones: Reading the Wrack Lines","Andrea Wollensak",True
"Environmental Critical Zones: Reading the Wrack Lines","Brett Terry",False
"Environmental Inversion: A Collection of Artworks that Subvert Methods of Climate Change Action","Jonah Brucker-Cohen",True
"Envisioning Rhythm: Exploring the Visual Dimension of Natural Ecosystems through Digital Media","Pai-Ling Chang",True
"Envisioning Rhythm: Exploring the Visual Dimension of Natural Ecosystems through Digital Media","Peng-Peng Li",False
"Ephemera: Bubble Representations as Metaphors for Endangered Species","Yibo Fu",False
"Ephemera: Bubble Representations as Metaphors for Endangered Species","Harpreet Sareen",True
"Ephemera: Bubble Representations as Metaphors for Endangered Species","Yasuaki Kakehi",False
"Ephemera: Language as a Virus - AI-driven Interactive and Immersive Art Installation","Varvara Guljajeva",False
"Ephemera: Language as a Virus - AI-driven Interactive and Immersive Art Installation","Jiayang Huang",True
"Ephemera: Language as a Virus - AI-driven Interactive and Immersive Art Installation","Yue Huang",False
"Ephemera: Language as a Virus - AI-driven Interactive and Immersive Art Installation","David Kei Man Yip",False
"Epiphytic Memory: A Cognitive Assemblage of Plant-Human-Technology","Finn Petrie",True
"Epoch wars: negotiating artistic agency in deep and shallow time","Loren Kronemyer",True
"Equality, findability, sustainability: the challenges and rewards of open digital humanities data","Alwyn Collinson",False
"Equality, findability, sustainability: the challenges and rewards of open digital humanities data","Megan Gooch",False
"Equality, findability, sustainability: the challenges and rewards of open digital humanities data","Damon Strange",True
"Erased","Paulo Simão",True
"Ergodynamics of String Feedback Control interface design for the halldorophone","Thor Magnusson",False
"Ergodynamics of String Feedback Control interface design for the halldorophone","Halldór Úlfarsson",True
"Ergodynamics of String Feedback Control interface design for the halldorophone","Orfeas Moraitis",False
"Erratics on the Road to Wigan Pier: The Creation of TouchAR","Kristin Mojsiewicz",False
"Erratics on the Road to Wigan Pier: The Creation of TouchAR","Chara Lewis",True
"Erratics on the Road to Wigan Pier: The Creation of TouchAR","Anneke Pettican",False
"Escape!Bot: Social Robots as Creative Problem-Solving Partners","Nisha Elizabeth Devasia",False
"Escape!Bot: Social Robots as Creative Problem-Solving Partners","Safinah Arshad Ali",True
"Escape!Bot: Social Robots as Creative Problem-Solving Partners","Cynthia Lynn Breazeal",False
"Espherica01: visions of free falling water in stroboscopic media","Tirtha Prasad Mukhopadhyay",False
"Espherica01: visions of free falling water in stroboscopic media","Reynaldo Thompson",True
"ESSYS* Sharing #UC: An Emotion-driven Audiovisual Installation","Penousal Machado",False
"ESSYS* Sharing #UC: An Emotion-driven Audiovisual Installation","Sérgio M. Rebelo",True
"ESSYS* Sharing #UC: An Emotion-driven Audiovisual Installation","Pedro Martins",False
"ESSYS* Sharing #UC: An Emotion-driven Audiovisual Installation","Mariana Seiça",False
"ESSYS* Sharing #UC: An Emotion-driven Audiovisual Installation","João Bicker",False
"Esteso: Interactive AI Music Duet Based on Player-Idiosyncratic Extended Double Bass Techniques","Domenico Stefani",True
"Esteso: Interactive AI Music Duet Based on Player-Idiosyncratic Extended Double Bass Techniques","Matteo Tomasetti",False
"Esteso: Interactive AI Music Duet Based on Player-Idiosyncratic Extended Double Bass Techniques","Luca Turchet",False
"Esteso: Interactive AI Music Duet Based on Player-Idiosyncratic Extended Double Bass Techniques","Filippo Angeloni",False
"Ethical aspects of integrating AI expert models in the process of retrieval and use of ICH registry material","Ignacio Bugueño-Cordova",False
"Ethical aspects of integrating AI expert models in the process of retrieval and use of ICH registry material","Luis Garcia-Lara",True
"Ethically Aligned Stakeholder Elicitation (EASE): Case Study in Music-AI","Andre Holzapfel",False
"Ethically Aligned Stakeholder Elicitation (EASE): Case Study in Music-AI","Anna-Kaisa Kaila",True
"Ethically Aligned Stakeholder Elicitation (EASE): Case Study in Music-AI","Petra Jääskeläinen",False
"eTu{d,b}e: case studies in playing with musical agents","Marcelo M. Wanderley",False
"eTu{d,b}e: case studies in playing with musical agents","Tommy Davis",True
"eTu{d,b}e: case studies in playing with musical agents","Vincent Cusson",False
"eTu{d,b}e: case studies in playing with musical agents","Philippe Pasquier",False
"eTu{d,b}e: case studies in playing with musical agents","Kasey Pocius",False
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Seung-ah Lee",False
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Kyungwon Lee",True
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Hyun Jean Lee",False
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Dong-hwan Kim",False
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Yu-kyung Jang",False
"EuglPollock: Rethinking Interspecies Collaboration through Art Making","Jaewoo Jung",False
"Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage","Lorella Giannandrea",False
"Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage","Marina Paolanti",True
"Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage","Mariapaola Puggioni",False
"Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage","Emanuele Frontoni",False
"Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage","Roberto Pierdicca",False
"Evaluating polaris~ - An Audiovisual Augmented Reality Experience Built on Open-Source Hardware and Software","Sam Bilbow",True
"Evaluating User Experience in the Context of Cultural Heritage Dissemination Using Extended Reality: A Case Study of the Dacian Bronze Matrix with Hollow Design","Călin Neamțu",True
"Evaluating User Experience in the Context of Cultural Heritage Dissemination Using Extended Reality: A Case Study of the Dacian Bronze Matrix with Hollow Design","Elena Băutu",False
