"university_name","total_score"
"National University of Ireland, Galway","48.4535123214271285"
"Université de Montréal","48.45351232142712850000"
"Central Academy of Fine Arts","47.9739347379013352"
"Maastricht University","44.3509685826739351"
"Clarkson University","43.9774480642202313"
"Brown University","43.7948519154668073"
"University of Bristol","42.4625801984098126"
"Santa Clara University","40.4372084939528255"
"University of Cambridge","40.3286798191364604"
"NOVA School of Science and Technology","39.4887240321101157"
"City, University of London","39.4887240321101157"
"Federal University of Acre","38.6057364727058537"
"Johannes Kepler University Linz","37.9548961284404626"
"Cornell Tech","37.9548961284404626"
"University of Texas, Dallas","37.9548961284404626"
"University of Prishtina","37.9548961284404626"
"IIM Indore","37.9548961284404626"
"University of Lille","37.9548961284404626"
"Free University of Bozen-Bolzano","37.8758562578395565"
"University of Duisburg-Essen","37.8758562578395565"
"University of Cape Town","36.9070246428542570"
"HEC Montréal","36.9070246428542570"
"Mulawarman University","36.9070246428542570"
"University of Canberra","36.9070246428542570"
"Nelson Mandela University","36.9070246428542570"
"Northern Arizona University","36.9070246428542570"
"Loyola University Chicago","36.9070246428542570"
"Gustave Eiffel University","36.9070246428542570"
"Design Academy Eindhoven","36.9070246428542570"
"University of Texas El Paso","36.9070246428542570"
"Taipei National University of the Arts","36.9070246428542570"
"Shippensburg University","36.9070246428542570"
"Fatih Sultan Mehmet Vakif University","36.9070246428542570"
"Edith Cowan University","36.9070246428542570"
"Academy of Arts","36.9070246428542570"
"The Royal Central School of Speech and Drama","36.9070246428542570"
"Adelphi University","36.9070246428542570"
"University of Applied Sciences and Arts Ottersberg","36.9070246428542570"
"Kunsthochschule Kassel","36.9070246428542570"
"Middlebury College","36.9070246428542570"
"University of Kansas","36.9070246428542570"
"Bursa Uludağ University","36.9070246428542570"
"Meiji University","36.9070246428542570"
"California Institute for the Arts","36.9070246428542570"
"Tilburg University","36.9070246428542570"
"Iceland University of the Arts","36.1314719276545842"
"Bard College Berlin","34.3061278833566917"
"National University of Singapore","33.8691452692730468"
"Université Paris Nanterre","33.45351232142712850"
"Oslo School of Architecture and Design","32.3023415476180857"
"Moscow Polytechnic University","32.3023415476180857"
"Ural Federal University","32.3023415476180857"
"University of Pavia","30.6573596382729208"
"TU Berlin","30.6573596382729208"
"Ovidius University of Constanța","30.6573596382729208"
"BNU-HKBU United International College","30.6573596382729208"
"Hellenic Open University","30.5555555555555556"
"LASALLE College of the Arts","30.3286798191364604"
"Nanjing University of the Arts","30.0885591753313424"
"HKU University of the Arts Utrecht","30.0000000000000000"
"University of Arts Linz","30.0000000000000000"
"The State University of New York","30.0000000000000000"
"The Norwegian Film School","30.0000000000000000"
"École nationale supérieure des arts décoratifs","30.0000000000000000"
"Leuphana University of Lüneburg","30.0000000000000000"
"Shanxi University","30.0000000000000000"
"Kristiania University College","30.0000000000000000"
"Hoseo University","30.0000000000000000"
"National Institute of Design","30.0000000000000000"
"École nationale supérieure des Beaux-Arts","30.0000000000000000"
"St. Petersburg State University","30.0000000000000000"
"SACRe-PSL ENS","30.0000000000000000"
"Indiana University","30.0000000000000000"
"Centro Universitário Newton Paiva","30.0000000000000000"
"Queensland Conservatorium Griffith University","30.0000000000000000"
"Universidad San Francisco de Quito","30.0000000000000000"
"Liepaja University","30.0000000000000000"
"National Research University of Electronic Technology","30.0000000000000000"
"Northern Illinois University","30.0000000000000000"
"University of Santiago de Compostela","30.0000000000000000"
"University of Iceland","30.0000000000000000"
"University of León","30.0000000000000000"
"Southern New Hampshire University","30.0000000000000000"
"Comenius University in Bratislava","30.0000000000000000"
"Chalmers University of Technology","30.0000000000000000"
"Konstfack","30.0000000000000000"
"HU University of Applied Sciences Utrecht","30.0000000000000000"
"Seoul National University","29.3372195663259123"
"Tampere University","28.4661720963303470"
"Singapore Management University","25.7517125156791130"
"China Academy of Art","25.7517125156791130"
"Federal University of Paraíba","25.7298802148662971"
"International University of La Rioja","25.0000000000000000"
"HES-SO University of Applied Sciences and Arts Western Switzerland","25.0000000000000000"
"İstanbul Bilgi University","25.0000000000000000"
"Hellenic Mediterranean University","25.0000000000000000"
"Engineering University of PAP","25.0000000000000000"
"Wuhan University","25.0000000000000000"
"Technical University of Munich","25.0000000000000000"
"Central Saint Martins, University of the Arts London","25.0000000000000000"
"Royal Melbourne Institute of Technology","25.0000000000000000"
"Seoul National University of Science and Technology","25.0000000000000000"
"University of Central Lancashire","25.0000000000000000"
"Rio de Janeiro State University","25.0000000000000000"
"Northwest University","25.0000000000000000"
"The University of Sheffield","25.0000000000000000"
"University of Maine","25.0000000000000000"
"Falmouth University","25.0000000000000000"
"Hebei GEO University","25.0000000000000000"
"Konya Technical University","25.0000000000000000"
"École Normale Supérieure Paris-Saclay","25.0000000000000000"
"Universitat Central de Catalunya","25.0000000000000000"
"Al-Zaytoonah University of Jordan","25.0000000000000000"
"University of Wisconsin","25.0000000000000000"
"University of New South Wales Art & Design","25.0000000000000000"
"University of Aizu","25.0000000000000000"
"University of Thessaly","24.5330036197757869"
"Middle East Technical University","22.9930197287046906"
"UNARTE","22.3697839122737071"
"Beijing Normal University","22.2222222222222222"
"Universidad EAFIT","21.45976042973259420000"
"MSH Paris Nord","20.0000000000000000"
"Shanghai Institute of Visual Arts","20.0000000000000000"
"ESIEE Paris","20.0000000000000000"
"Nord University","20.0000000000000000"
"Athens School of Fine Arts","20.0000000000000000"
"Burgas Free University","19.5581463775506082"
"Zuyd University of Applied Sciences","19.3137843867593348"
"National University of Defense Technology","18.9774480642202313"
"Dalian Minzu University","18.9774480642202313"
"University of Borås","18.9774480642202313"
"University of Cincinnati","18.9774480642202313"
"Singapore University of Technology and Design","18.9774480642202313"
"École Nationale Polytechnique","18.9774480642202313"
"Universidade Lusófona de Humanidades e Tecnologias","18.9774480642202313"
"Shanxi Normal University","18.9774480642202313"
"Hong Kong Shue Yan University","18.9774480642202313"
"Unitec Institute of Technology","18.9774480642202313"
"University Politehnica of Bucharest","18.9774480642202313"
"Florida International University","18.9774480642202313"
"Université Laval","18.9774480642202313"
"Qinghai Normal University","18.9774480642202313"
"National University of Science & Technology","18.9774480642202313"
"Shri Mata Vaishno Devi University","18.9774480642202313"
"IIIT-Delhi","18.9774480642202313"
"Fort Lewis College","18.9774480642202313"
"L.N. Gumilyov Eurasian National University","18.9774480642202313"
"Artvin Çoruh University","18.9774480642202313"
"National Chengchi University","18.9774480642202313"
"University of New Mexico","18.9774480642202313"
"Kent State University","18.9774480642202313"
"Seoul Women’s University","18.9774480642202313"
"Ircam","18.4535123214271285"
"Universidade da Maia","18.4535123214271285"
"St. Francis Xavier University","18.4535123214271285"
"Flame University","18.4535123214271285"
"Berklee College of Music","18.4535123214271285"
"Manipal Academy of Higher Education","18.4535123214271285"
"Conservatorio Statale di Musica ""A. Casella""","18.4535123214271285"
"Beijing University of Technology","18.0555555555555556"
"Université Paris 1 Panthéon-Sorbonne","18.05555555555555560"
"Kookmin University","17.1530639416783459"
"Tokyo University of the Arts","16.6666666666666667"
"University of Valladolid","15.7985594151580476"
"Tokyo Zokei University","15.3286798191364604"
"Wellesley College","15.3286798191364604"
"Chapman University","15.3286798191364604"
"University of Otago","15.3286798191364604"
"University of Nis","15.3286798191364604"
"Tsuru University","15.3286798191364604"
"Universiti Malaysia Kelantan","15.3286798191364604"
"Dankook University","15.3286798191364604"
"Università di Venezia","15.3286798191364604"
"Osaka University of Arts","15.3286798191364604"
"Babeș-Bolyai University of Cluj-Napoca","15.3286798191364604"
"Murdoch University","15.3286798191364604"
"Assiut University","15.3286798191364604"
"Scuola Normale Superiore","15.3286798191364604"
"University of Rochester","15.3286798191364604"
"University of Missouri","15.3286798191364604"
"Southern Federal University","15.0000000000000000"
"Danube University Krems","15.0000000000000000"
"Donghua University","12.8758562578395565"
"Télécom Paris","12.8758562578395565"
"Nara Institute of Science and Technology","12.8758562578395565"
"Wuhan University of Technology","12.8758562578395565"
"University of Poitiers – ENSMA","12.8758562578395565"
"Manipal Institute of Technology","12.8758562578395565"
"Royal Irish Academy of Music","12.8758562578395565"
"Universität Hamburg","12.8758562578395565"
"Xiangtan University","12.8758562578395565"
"University of the Sunshine Coast","12.8758562578395565"
"University of Wyoming","12.8758562578395565"
"Srinakharinwirot University","12.8758562578395565"
"East China University of Science and Technology","12.8758562578395565"
"Guangdong Polytechnic of Industry & Commerce","12.8758562578395565"
"University of Palermo","12.8758562578395565"
"Uppsala University","12.8758562578395565"
"Anhui University of Finance and Economics","12.8758562578395565"
"SUPSI","12.8758562578395565"
"China University of Mining and Technology","12.5000000000000000"
"University of Aveiro","12.5000000000000000"
"SUNY Stony Brook","12.5000000000000000"
"Soochow University","12.2629438553091683"
"University of St Andrews","11.9934836844753339"
"University of Waikato","11.1111111111111111"
"Università degli Studi di Ferrara","11.1111111111111111"
"Kyoto Seika University","11.1111111111111111"
"Bern University of Applied Sciences","11.1111111111111111"
"SUNY At Albany","11.1111111111111111"
"Hunter College","11.1111111111111111"
"Nanjing University of Information Science and Technology","11.1111111111111111"
"Eberhard Karls University of Tübingen","11.0701780374618016"
"Universidad Autónoma de Manizales","10.7298802148662971"
"Pontificia Universidad Javeriana","10.7298802148662971"
"Universidad del Norte","10.7298802148662971"
"University of Bonn","9.7790731887753041"
"Hankuk University of Foreign Studies","9.7790731887753041"
"Philipps University of Marburg","9.7790731887753041"
"Shenzhen University","9.7790731887753041"
"London School of Economics and Political Science","9.4887240321101157"
"University of the Peloponnese","9.4887240321101157"
"Duke Kunshan University","8.7371250542002350"
"University of San Marino","8.3333333333333333"
"Colorado College","8.3333333333333333"
"Université catholique de Louvain","8.3333333333333333"
"Vanderbilt University","7.8992797075790238"
"Sukkur IBA University","7.6643399095682302"
"Central Conservatory of Music","7.2302624316777503"
"MBZUAI","7.2302624316777503"
"China Conservatory of Music","7.2302624316777503"
"NYU Shanghai","7.2302624316777503"
"SOAS, University of London","7.2105705434887016"
"Shandong University","7.2105705434887016"
"Jingchu University of Technology","7.2105705434887016"
"The European Graduate School","7.1093517368211214"
"University Claude Bernard Lyon 1","6.1314719276545842"
"University of Nevada, Las Vegas","5.7233998091552655"
"University of Genoa","5.7233998091552655"
"Emory University","5.5555555555555556"
"University of the Philippines","3.9496398537895119"
"Universidade de Vigo","0.00000000000000000000"
"Binghamton University","0.00000000000000000000"
"Western Sydney University","0.00000000000000000000"
"SUNY Polytechnic Institute","0.00000000000000000000"
