"author_name","university_name"
"Rosemary (Rosa) Cisneros","Coventry University"
"Marie-Louise Crawley","Coventry University"
"Kate Marsh","Coventry University"
"Kerry Francksena","Coventry University"
"Kerry Francksen","Coventry University"
"Sarah Whatley","Coventry University"
"Patty Preece","CQUniversity"
"Teresa Hoskyns","CRAC UK"
"Budhaditya Chattopadhyay","Critical Media Lab"
"Clarissa Ribeiro","CrossLAB, University of Fortaleza"
"Antonio Zorcolo","CRS4"
"Moonisa Ahsan","CRS4"
"Ruggero Pintus","CRS4"
"Fabio Bettio","CRS4"
"Fabio Marton","CRS4"
"Enrico Gobbetti","CRS4"
"Xiwei Xu","CSIRO"
"David Silvera-Tawil","CSIRO"
"Matt Adcock","CSIRO"
"Mingze Xi","CSIRO"
"Wennan He","CSIRO"
"Yichen Wang","CSIRO"
"Aaron Quigley","CSIRO"
"Zeruo Liu","CSIRO"
"Qinghua Lu","CSIRO"
"Jiamou Sun","CSIRO"
"Zhenchang Xing","CSIRO"
"Jieshan Chen","CSIRO"
"Daniel East","CSIRO"
"Artemis Moroni","CTI Renato Archer"
"Vidyasagar M Potdar","Curtin University"
"Andrea Rassell","Curtin University"
"Christina Chau","Curtin University"
"Nik Thompson","Curtin University"
"Eko Harry Pratisto","Curtin University"
"Doros Polydorou","CYENS Center of Excellence"
"Sergey Komarov","CYLAND Audio Archive"
"Elena Gubanova","CYLAND Media Art Lab"
"Victoria Ilyushkina","CYLAND Video Archive"
"Nate Hergert","CymaSpace"
"Myles de Bastion","CymaSpace"
"Dillon Simeone","CymaSpace"
"Wadia Sheng","CyPhy Media Limited"
"Theopisti Stylianou-Lambert","Cyprus University of Technology"
"Julien Ottavi","Cyprus University of Technology"
"Omiros Panayides","Cyprus University of Technology"
"Doros Polydorou","Cyprus University of Technology"
"Marinos Koutsomichalis","Cyprus University of Technology"
"Jenny Pickett","Cyprus University of Technology"
"Vojtěch Radakulan","Czech Technical University in Prague"
"Pavel Husa","Czech Technical University in Prague"
"Vojtěch Žák Leischner","Czech Technical University in Prague"
"David Sedláček","Czech Technical University in Prague"
"Jing Yan","D2 Nova Corporation"
"Rikard Lindell","Dalarna University"
"Carolyn Watters","Dalhousie University"
"Anthony Enns","Dalhousie University"
"Joseph Malloch","Dalhousie University"
"Sageev Oore","Dalhousie University"
"Jianxin Zhang","Dalian Minzu University"
"Qifeng Wang","Dalian University of Technology"
"Xiaolei Niu","Dalian University of Technology"
"Bin Liu","Dalian University of Technology"
"Siwon Lee","Dankook University"
"Natacha Lamounier","Danube University Krems"
"Rebecca Abraham","Dartmouth College"
"Albert Zhang","Dartmouth College"
"Josh Urban Davis","Dartmouth College"
"Te Yen Wu","Dartmouth College"
"Ninon Lizé Masclef","Dassault Systèmes"
"Alice Giordani","DataPaulette"
"Audrey Briot","DataPaulette"
"Martin de Bie","DataPaulette"
"Samantha Topley","De Montfort University"
"Anna Xambó","De Montfort University"
"Andrew Knight-Hill","De Montfort University"
"Yi Ji","De Montfort University"
"Amit D Patel","De Montfort University"
"Kerryn Wise","De Montfort University"
"John Richards","De Montfort University"
"David Hughes","De Montfort University"
"Jordan Beth Vincent","Deakin Motion.Lab"
"Stefan Greuter","Deakin University"
"Mohammed Hossny","Deakin University"
"Michael Fielding","Deakin University"
"Mostafa Hossny","Deakin University"
"Misha Myers","Deakin University"
"Shady Mohamed","Deakin University"
"Saeid Nahavandi","Deakin University"
"Douglas Creighton","Deakin University"
"Gerard Mulvany","Deakin University"
"Michael Mortimer","Deakin University"
"Ben Horan","Deakin University"
"Dave Murray-Rust","Delft University of Technology"
"Frank Broz","Delft University of Technology"
"Frances M. Brazier","Delft University of Technology"
"Karen A. Lancel","Delft University of Technology"
"Angelo Vermeulen","Delft University of Technology"
"Michelle Jingmin Lai","Design Academy Eindhoven"
"Yannick Hofmann","Deutsches Museum Nürnberg"
"Tadeus Mucelli","Digital Art Festival - FAD"
"Aki Järvinen","Digital Catapult"
"Shahrokh Maalek","Digital Information in Construction Engineering (DICE) Technologies"
"Dakota Murray","Digital Science and Center for Complex Network Research at Northeastern University"
"Aqib Javid Parry","Directorate of School Education Kashmir"
"Ina Ghita","Domestika"
"Yihua Li","Donghua University"
"Paul Rosero Contreras","Dos Islas Estudio"
"Melissa Holland","Dr. Clown Foundation"
"Axel Voigt","Dresden University of Technology"
"Florian Stenger","Dresden University of Technology"
"Krishnan Chandran","Dresden University of Technology"
"Lars Engeln","Dresden University of Technology"
"Matthew McGinity","Dresden University of Technology"
"Daniel Zeidler","Dresden University of Technology"
"Youngmoo E. Kim","Drexel University"
"Je Gregorio","Drexel University"
"Ming-Chun Huang","Duke Kunshan University"
"William Seaman","Duke University"
"Bill Seaman","Duke University"
"Kieran Nolan","Dundalk Institute of Technology"
"Finn Petrie","Dunedin School of Art"
"Nick Collins","Durham University"
"Shelly Knotts","Durham University"
"Fiona Johnstone","Durham University"
"Borim Song","East Carolina University"
"Zhuo Yang","East China University of Science and Technology"
"Karsten Schatz","Eberhard Karls University of Tübingen"
"Michael Krone","Eberhard Karls University of Tübingen"
"Mouna Cherrad","Ecole nationale Supérieure d'Informatique"
"Safia Ouahab","Ecole nationale Supérieure d'Informatique"
"Selma Khouri","Ecole nationale Supérieure d'Informatique"
"Houda Oufaida","Ecole nationale Supérieure d'Informatique"
"Sabrina Kacher","Ecole Polytechnique d'Architecture et d'Urbanisme"
"Racha Amrani","Ecole Polytechnique d'Architecture et d'Urbanisme"
"Masatoshi Hidaka","Edge Intelligence Systems Inc."
"Ingi Helgason","Edinburgh Napier University"
"Benedetta Piccio","Edinburgh Napier University"
"Jo Pollitt","Edith Cowan University"
"Stahl Stenslie","EE – Experimental Emerging Art Norway"
"Kristina Andersen","Eindhoven University"
"Rong-Hao Liang","Eindhoven University of Technology"
"Bin Yu","Eindhoven University of Technology"
"Federico Visi","Einstein Center for Digital Future"
"Berit Greinke","Einstein Center for Digital Future"
"Alain Thibault","ELEKTRA International Digital Art Festival"
"Maria Lantin","Emily Carr University of Art and Design"
"Renrong Guo","Emily Carr University of Art and Design"
"Simon Lysander Overstall","Emily Carr University of Art and Design"
"Alexandra Hass","Emily Carr University of Art and Design"
"Peter Bussigel","Emily Carr University of Art and Design"
"Chinmay Eishan Kulkarni","Emory University"
"Ann Paradiso","Enable Group, Microsoft Research"
"Dwayne Lamb","Enable Group, Microsoft Research"
"Jarnail Chudge","Enable Group, Microsoft Research"
"Bei Xue","Engineering University of PAP"
"Andrew J Roberts","English Heritage"
"Mauricio Carrasco","Ensemble Vortex"
"Lamine Diop","EPITA, LRE"
"Christoph Brunner","Erasmus University Rotterdam"
"Xinran Hu","Ernest G. Welch School of Art & Design"
"Pedro M. Afonso","Escola Superior de Media Artes e Design"
"Gaëtan Robillard","ESIEE Paris"
"Arife Dila Demir","Estonian Academy of Arts"
"Raivo Kelomees","Estonian Academy of Arts"
"Martin Melioranski","Estonian Academy of Arts"
"Varvara Guljajeva","Estonian Academy of Arts"
"Lauri Kilusk","Estonian Academy of Arts"
"Kaiko Kivi","Estonian Academy of Arts"
"Hsing-Jou YEH","ET@T"
"Max Möbus","ETH Zurich"
"Hao Tang","ETH Zurich"
"Andreas Fender","ETH Zurich"
"Derek Witzig","ETH Zurich"
"Jiaxi Jiang","ETH Zurich"
"Maria Smigielska","ETH Zurich"
"Pierre Cutellic","ETH Zurich"
"Juliete Rossie","ETH Zurich"
"Paul Streli","ETH Zurich"
"Christian Holz","ETH Zurich"
"Christoph Gebhardt","ETH Zurich"
"Yi Fei Cheng","ETH Zurich"
"Hugo Scurto","EUR ArTeC"
"Silvio Wolf","European Institute of Design"
"Andrés Villa Torres","evulpo AG"
"Woon Seung Yeo","Ewha Womans University"
"Da Hye Kang","Ewha Womans University"
"Hyeon-jeong Byeon","Ewha Womans University"
"Lucía Arias","FACT Liverpool"
"Neil Winterburn","FACT Liverpool"
"Masato Fujino","Fairy Devices Inc."
"Takahiro Kamatani","Fairy Devices Inc."
"Yoshinao Sato","Fairy Devices Inc."
"Minhua Ma","Falmouth University"
"Enes Yildiz","Fatih Sultan Mehmet Vakif University"
"Ivan Simurra","Federal University of Acre"
"Brendah Freitas","Federal University of Acre"
"Marcello Messina","Federal University of Acre"
"Carlos Gómez","Federal University of Acre"
"Damián Keller","Federal University of Acre"
"Tainara V. Sobroza","Federal University of Amazonas"
"Meng Hsu","Federal University of Amazonas"
"Fabricio Beggiato Baccaro","Federal University of Amazonas"
"Rosiane de Freitas","Federal University of Amazonas"
"Larissa Pessoa","Federal University of Amazonas"
"Lia Martins","Federal University of Amazonas"
"Marcello Messina","Federal University of Paraíba"
"Carlos Gómez","Federal University of Paraíba"
"Damián Keller","Federal University of Paraíba"
"Luiz Ludwig","Federal University of Rio de Janeiro"
"Doris Kosminsky","Federal University of Rio de Janeiro"
"Flávio Schiavoni","Federal University of São João del-Rei"
"Rômulo Vieira","Federal University of São João del-Rei"
"Selena Savić","FHNW Academy of Art and Design"
"Eleni-Ira Panourgia","Film University Babelsberg KONRAD WOLF"
"Angela Brennecke","Film University Babelsberg KONRAD WOLF"
"James Mullins","FLAIM Systems"
"Aileen Blaney","Flame University"
"Carly Whitaker","Floating Reverie"
"Annina Rüst","Florida Atlantic University"
"Anthony Stagliano","Florida Atlantic University"
"Rama Hoetzlein","Florida Gulf Coast University"
"Ariel Baron-Robbins","Florida International University"
"Cindy Evans","Florida State University"
"Martina Terzoli","Fondazione Museo delle Antichità Egizie di Torino"
"Tijmen Altena","Fontys University of Applied Sciences"
"Danielle Arets","Fontys University of Applied Sciences"
"Martina Huynh","Fontys University of Applied Sciences"
"Jonas Althaus","Fontys University of Applied Sciences"
"Nicole Martin","Fort Lewis College"
"Ulf Henrik Göhle","Frankfurt University of Music and Performing Arts"
"Amelia Fernanda Uzategui Bonilla","Frankfurt University of Music and Performing Arts"
"Christian Dils","Fraunhofer IZM"
"Bianka Hofmann","Fraunhofer MEVIS"
"Niccoló Pretto","Free University of Bozen-Bolzano"
"Alessandro Mosca","Free University of Bozen-Bolzano"
"Ramona Mosse","Freie Universität Berlin"
"Kim Albrecht","Freie Universität Berlin"
"Christoph Von-Tycowicz","Freie Universität Berlin"
"Martin Hanik","Freie Universität Berlin"
"Marian Weger","French-German Research Institute of Saint-Louis (ISL)"
"Ronak Kosti","Friedrich Alexander University"
"Prathmesh Madhu","Friedrich Alexander University"
"Corinna Reinhardt","Friedrich-Alexander-Universität Erlangen-Nürnberg"
"Torsten Bendschus","Friedrich-Alexander-Universität Erlangen-Nürnberg"
"Vincent Christlein","Friedrich-Alexander-Universität Erlangen-Nürnberg"
"Andreas ""Magnet"" Maier","Friedrich-Alexander-Universität Erlangen-Nürnberg"
"Lyn Chao-ling Chen","Fu Jen Catholic University"
"Zhaoyu Zhou","Fudan University"
"Pianpian Wei","Fudan University"
"Siming Chen","Fudan University"
"Kerun Yu","Fudan University"
"Don Kimber","Fuji Xerox Palo Alto Laboratory"
"Laurent Denoue","Fuji Xerox Palo Alto Laboratory"
"Patrick Chiu","Fuji Xerox Palo Alto Laboratory"
"Sadam Fujioka","Fukuoka Jogakuin University"
"Andreas Förster","Furtwangen University"
"Norbert Schnell","Furtwangen University"
"Zhimeng Zhang","FUXI Netease AI Lab"
"Yu Ding","FUXI Netease AI Lab"
"Abdulaziz Alaboudi","George Mason University"
"Xue Yu","George Mason University"
"Y. Gingold","George Mason University"
"Lap-Fai Yu","George Mason University"
"Yongqi Zhang","George Mason University"
"Thomas Latoza","George Mason University"
"Cristopher H Flagg","Georgetown University"
"Caroline Wellbery","Georgetown University"
"Ophir Frieder","Georgetown University"
"Jeonghyun (Jonna) Lee","Georgia Institute of Technology"
"Sang-won Leigh","Georgia Institute of Technology"
"Raghavasimhan Sankaranarayanan","Georgia Institute of Technology"
"Thomas Ottolin","Georgia Institute of Technology"
"Derek Kwan","Georgia Institute of Technology"
"Jason Freeman","Georgia Institute of Technology"
"Alexandria Smith","Georgia Institute of Technology"
"Jennifer Kim","Georgia Institute of Technology"
"Grace Leslie","Georgia Institute of Technology"
"Lisa Zahray","Georgia Institute of Technology"
"Michael Nitsche","Georgia Institute of Technology"
"Aadarsh Padiyath","Georgia Institute of Technology"
"Nitin Hugar","Georgia Institute of Technology"
"Richard Savery","Georgia Institute of Technology"
"Duri Long","Georgia Institute of Technology"
"Qinying Lei","Georgia Institute of Technology"
"Hardik Goel","Georgia Institute of Technology"
"Brian S Magerko","Georgia Institute of Technology"
"Ning Yang","Georgia Institute of Technology"
"Gil Weinberg","Georgia Institute of Technology"
"Jihan Sherman","Georgia Institute of Technology"
"Anthony Teachey","Georgia Institute of Technology"
"Yi Wu","Georgia Institute of Technology"
"Chaeryeong Oh","Georgia Institute of Technology"
"Xinran Hu","Georgia State University"
"Benjamin Ducke","German Archaeological Institute"
"Friederike Fless","German Archaeological Institute"
"Luca Junge","German Maritime Museum - Leibniz-Institute for Maritime History"
"Nicolas Dittgen","German Maritime Museum - Leibniz-Institute for Maritime History"
"Isabella Hodgson","German Maritime Museum - Leibniz-Institute for Maritime History"
"Dennis Hoffmann","German Maritime Museum - Leibniz-Institute for Maritime History"
"Frederic Theis","German Maritime Museum - Leibniz-Institute for Maritime History"
"Davide Lionetti","Ghent University"
"Ioulia Marouda","Ghent University"
"Adriana La Selva","Ghent University"
"Nico van de Weghe","Ghent University"
"Steven Verstockt","Ghent University"
"Krishna Kumar Thirukokaranam Chandrasekar","Ghent University"
"Alec van den Broeck","Ghent University"
"Kenzo Milleville","Ghent University"
"Ruth Wallen","Goddard College"
"Merinda Davies","Gold Coast"
"Jessica Wolpert","Goldsmiths, University of London"
"Eirini Kalaitzidi","Goldsmiths, University of London"
"Rebecca Chamberlain","Goldsmiths, University of London"
"Gerolamo Gnecchi","Goldsmiths, University of London"
"Frederic Fol Leymarie","Goldsmiths, University of London"
"Marina Vishmidt","Goldsmiths, University of London"
"Memo Akten","Goldsmiths, University of London"
"Louis McCallum","Goldsmiths, University of London"
"Eddie Wong","Goldsmiths, University of London"
"Rain Ashford","Goldsmiths, University of London"
"Valentina Serrati","Goldsmiths, University of London"
"Lance Putnam","Goldsmiths, University of London"
"Guido Salimbeni","Goldsmiths, University of London"
"Peter Todd","Goldsmiths, University of London"
"Batool Desouky","Goldsmiths, University of London"
"Stephen Todd","Goldsmiths, University of London"
"William Latham","Goldsmiths, University of London"
"Atau Tanaka","Goldsmiths, University of London"
"Meredith Morris","Google"
"Pedro Vergani","Google"
"Alexander Fiannaca","Google"
"Stefania Druga","Google"
"Carrie Jun Cai","Google"
"Michael A Terry","Google"
"Minsuk Chang","Google"
"Shumin Zhai","Google"
"Carrie Cai","Google"
"Chinmay Eishan Kulkarni","Google"
"Charlotte Rogerson","Google"
"Meredith Ringel Morris","Google"
"Tao Dong","Google"
"Pei-Yu (Peggy) Chi","Google Research"
"Christian Frueh","Google Research"
"Negar Rostamzadeh","Google Research"
"Renee Shelby","Google Research"
"Irfan Essa","Google Research"
"Brian Colonna","Google Research"
"Vivek Kwatra","Google Research"
"Yann Orlarey","GRAME-CNCM"
"Catinca Dumitrascu","GRAME-CNCM"
"Dominique Fober","GRAME-CNCM"
"Romain Michon","GRAME-CNCM"
"Stéphane Letz","GRAME-CNCM"
"Nicky Petto","Great Ormond Street Hospital for Children, NHS Foundation Trust"
"Susannah Hall","Great Ormond Street Hospital for Children, NHS Foundation Trust"
"Jo Wray","Great Ormond Street Hospital for Children, NHS Foundation Trust"
"Greta Grip","Gretagrip.com"
"Damian Hills","Griffith University"
"Anastasia Tyurina","Griffith University"
"Andy Bennett","Griffith University"
"John Ferguson","Griffith University"
"Jocelyn Wolfe","Griffith University"
