"author_name","university_name"
"Mark Ballora","Pennsylvania State University"
"Farzaneh Oghazian","Pennsylvania State University"
"Felecia Davis","Pennsylvania State University"
"Peter Bell","Philipps University of Marburg"
"Salvador Miranda","Piet Zwart Institute"
"Chris Dorsett","Pitt Rivers Museum"
"Haldean Brown","Pixar Animation Studios"
"Nora Willett","Pixar Animation Studios"
"Mark Meyer","Pixar Animation Studios"
"Kurt Fleischer","Pixar Animation Studios"
"Marzena Adamiak","Polish Academy of Sciences"
"Ewa Drygalska","Polish-Japanese Academy of Information Technology"
"Andrea Benedetti","Politecnico di Milano"
"Massimiliano Zanoni","Politecnico di Milano"
"Tommaso Elli","Politecnico di Milano"
"Davide Spallazzo","Politecnico di Milano"
"Beatrice Gobbo","Politecnico di Milano"
"Alberto Cannavò","Politecnico di Torino"
"Roberta Spallone","Politecnico di Torino"
"Fabrizio Lamberti","Politecnico di Torino"
"Simona Pacchiotti","Politecnico di Torino"
"Nicola Retta","Politecnico di Torino"
"Rui Penha","Polytechnic Institute of Porto"
"Dominique Piché","Polytechnique Montreal"
"Ludovic Font","Polytechnique Montreal"
"Amal Zouaq","Polytechnique Montreal"
"Michel Gagnon","Polytechnique Montreal"
"Sheila Pinkel","Pomona College"
"Xin Yi Therese Xu","Pomona College"
"Lucila Ishitania","Pontifical Catholic University of Minas Gerais"
"Mônica da Consolação Machado","Pontifical Catholic University of Minas Gerais"
"Barbara Bergamaschi Novaes","Pontifical Catholic University of Rio de Janeiro"
"Pedro Duarte","Pontifical Catholic University of Rio de Janeiro"
"Luiz Ludwig","Pontifical Catholic University of Rio de Janeiro"
"Rejane Spitz","Pontifical Catholic University of Rio de Janeiro"
"Luiz Camillo Osorio","Pontifical Catholic University of Rio de Janeiro"
"Xavier Barriga-Abril","Pontificia Universidad Católica del Ecuador"
"Andrés Basantes","Pontificia Universidad Católica del Ecuador"
"Juanita Gonzalez-Tobon","Pontificia Universidad Javeriana"
"Alexander Jagaciak","Porsche AG"
"David Bethge","Porsche AG"
"Tobias Grosse-Puppendahl","Porsche AG"
"Mohamed Kari","Porsche AG"
"Deborah Lawler-Dormer","Powerhouse Museum"
"Anna Sygulska","Poznan University of Technology"
"Klaudia Grygorowicz-Kosakowska","Poznan University of Technology"
"Yehuda Safran","Pratt Institute"
"Mark Rosin","Pratt Institute"
"Marie Molins","Preservation & Art, Media Archaeology Lab (PAMAL)"
"Tim Murray-Browne","Preverbal Studio"
"Forrest Meggers","Princeton University"
"Jeff Snyder","Princeton University"
"Genyuan Hu","Princeton University"
"Ilene L E","Princeton University"
"Matt Wang","Princeton University"
"Jess Rowland","Princeton University"
"Davis Polito","Princeton University"
"Erandy Vergara-Vargas","Printemps numérique"
"Giles Lane","Proboscis"
"Thomas Lucas","Puce Muse"
"Serge de Laubier","Puce Muse"
"Angus G. Forbes","Purdue University"
"Claudia Krogmeier","Purdue University"
"Esteban García Bravo","Purdue University"
"Christos Mousas","Purdue University"
"Rahul Jain","Purdue University"
"Jingyu Shi","Purdue University"
"Runlin Duan","Purdue University"
"Zhengzhe Zhu","Purdue University"
"Xun Qian","Purdue University"
"Karthik Ramani","Purdue University"
"Liang He","Purdue University"
"Petronio Bendito","Purdue University"
"Janna Ahrndt","Purdue University"
"Hsuanling Lee","Purdue University"
"Weihao Chen","Purdue University"
"Tianyi Zhang","Purdue University"
"Yingjie V Chen","Purdue University"
"Adebunmi E Odefunso","Purdue University"
"Yingdao Jiang","Qingdao Huanghai College"
"Li Yang","Qingdao Huanghai College"
"Yingquan Wang","Qingdao Huanghai College"
"Shengling Geng","Qinghai Normal University"
"Bianca Mastrominico","Queen Margaret University"
"Nicole Robson","Queen Mary University of London"
"Giacomo Lepri","Queen Mary University of London"
"Ashley Noel-Hirst","Queen Mary University of London"
"Andrea Guidi","Queen Mary University of London"
"Shuoyang Jasper Zheng","Queen Mary University of London"
"Andrew McPherson","Queen Mary University of London"
"Lia Mice","Queen Mary University of London"
"Nick Bryan-Kinns","Queen Mary University of London"
"Pedro Sarmento","Queen Mary University of London"
"Teodoro Dannemann","Queen Mary University of London"
"Courtney N. Reed","Queen Mary University of London"
"György Fazekas","Queen Mary University of London"
"Sebastian Löbbers","Queen Mary University of London"
"Mark Sandler","Queen Mary University of London"
"Anna Xambó","Queen Mary University of London"
"Andrea Martelloni","Queen Mary University of London"
"Jordie Shier","Queen Mary University of London"
"Amy Smith","Queen Mary University of London"
"Jianing Zheng","Queen Mary University of London"
"Max Graf","Queen Mary University of London"
"Mathieu Barthet","Queen Mary University of London"
"Corey Ford","Queen Mary University of London"
"Sophie Skach","Queen Mary University of London"
"Charalampos Saitis","Queen Mary University of London"
"Adan L. Benito Temprano","Queen Mary University of London"
"Jacob Harrison","Queen Mary University of London"
"Antonella Nonnis","Queen Mary University of London"
"Teresa Pelinski","Queen Mary University of London"
"Rodrigo Diaz","Queen Mary University of London"
"George Fazekas","Queen Mary University of London"
"Adán L. Benito Temprano","Queen Mary University of London"
"Bleiz M. Del Sette","Queen Mary University of London"
"Shuoyang Zheng","Queen Mary University of London"
"Stenton Mackenzie","Queen Mary University of London"
"Robert H. Jack","Queen Mary University of London"
"Charlotte Nordmoen","Queen Mary University of London"
"Eevee Zayas-Garin","Queen Mary University of London"
"Hugo Maruri-Aguilar","Queen Mary University of London"
"Andrew P. McPherson","Queen Mary University of London"
"Giulio Moro","Queen Mary University of London"
"Julie Freeman","Queen Mary University of London"
"Matthew Tobias Harris","Queen Mary University of London"
"Luis Zayas-Garin","Queen Mary University of London"
"Robert Jack","Queen Mary University of London"
"Joshua Ryan Lam","Queen Mary University of London"
"Yixiao Zhang","Queen Mary University of London"
"Simon Dixon","Queen Mary University of London"
"Michael Lukaszuk","Queen's University"
"Jen Kennedy","Queen's University"
"Sara Nabil","Queen's University"
"Sojung Bahng","Queen's University"
"Gabriel Menotti","Queen's University"
"Lee Jones","Queen's University"
"John Bowers","Queen's University Belfast"
"Laurel Pardue","Queen's University Belfast"
"Maarten van Walstijn","Queen's University Belfast"
"Matthew Rodger","Queen's University Belfast"
"Olivia Bonnie Smith","Queen's University Belfast"
"Dr. Matthew Rodger","Queen's University Belfast"
"Adam Pultz Melbye","Queen's University Belfast"
"Dr. Miguel Ortiz","Queen's University Belfast"
"Dr. Maarten Van Walstijn","Queen's University Belfast"
"Miguel Ortiz","Queen's University Belfast"
"Paul Stapleton","Queen's University Belfast"
"Dr. Franziska Schroeder","Queen's University Belfast"
"Franziska Schroeder","Queen's University Belfast"
"Alex Lucas","Queen's University Belfast"
"John R. Ferguson","Queensland Conservatorium Griffith University"
"Agapetos Aia-Fa’aleava","Queensland University of Technology"
"Rewa Wright","Queensland University of Technology"
"Glenda Amayo Caldwell","Queensland University of Technology"
"Naputsamohn Junpiban","Queensland University of Technology"
"Uncalculated Studio","Queensland University of Technology"
"Simon Howden","Queensland University of Technology"
"Kavita Gonsalves","Queensland University of Technology"
"David Morton","Queensland University of Technology"
"Lan Thanh Ha","Queensland University of Technology"
"Anthony Brumpton","Queensland University of Technology"
"Tessa Rixon","Queensland University of Technology"
"Steph Hutchison","Queensland University of Technology"
"Lowana-Skye Davies","Queensland University of Technology"
"Isabella Deary","Queensland University of Technology"
"Peta Mitchell","Queensland University of Technology"
"Natasha Narain","Queensland University of Technology"
"Shane Pike","Queensland University of Technology"
"Jeremy Neideck","Queensland University of Technology"
"Hira Sheikh","Queensland University of Technology"
"Marcus Foth","Queensland University of Technology"
"Kathryn Kelly","Queensland University of Technology"
"Mriganka Roy Basunia","Ramakrishna Mission Vidyamandira"
"Sandeep Kumar Roy","Ramakrishna Mission Vidyamandira"
"Ari Tarr","RaptorXR"
"Mark Durham","Ravensbourne University London"
"Camille Frémontier-Murphy","RCM Galerie"
"Xiaobo Aaron Hu","Reality Design Lab"
"Botao Amber Hu","Reality Design Lab"
"Yilan Elan Tao","Reality Design Lab"
"Martin Klang","Rebel Technologies"
"Seonghoon Ban","RECON Labs Inc."
"Skyler Perkins","Regenerate L3C"
"Allie E. S. Wist","Rensselaer Polytechnic Institute"
"Jaehoon Choi","Rensselaer Polytechnic Institute"
"Matthew Goodheart","Rensselaer Polytechnic Institute"
"Jonas Braasch","Rensselaer Polytechnic Institute"
"Lisa Schonberg","Rensselaer Polytechnic Institute"
"Tyler Angert","Replit, Inc."
"Alex McLean","Research Institute for the History of Science and Technology"
"Brooks Hagan","Rhode Island School of Design"
"Patricia Johnson","Rhode Island School of Design"
"Felicita Devlin","Rhode Island School of Design"
"Joy Ko","Rhode Island School of Design"
"Hye-jun Youn","Rhode Island School of Design"
"Elizabeth Meiklejohn","Rhode Island School of Design"
"John Dunnigan","Rhode Island School of Design"
"Hyemi Song","Rhode Island School of Design"
"Christine Dixie","Rhodes University"
"John Mulligan","Rice University"
"Suk Chon","Rinnsoft"
"Barbara Castro Escola","Rio de Janeiro State University"
"Ellen Pearlman","RISEBA University"
"Jānis Garančs","RIXC"
"John Power","RMIT University"
"Brendan Harwood","RMIT University"
"Anton Hasell","RMIT University"
"Gretchen Coombs","RMIT University"
"Larissa Hjorth","RMIT University"
"Kelly Hussey-Smith","RMIT University"
"Julienne van Loon","RMIT University"
"Mengke Lian","RMIT University"
"Nancy Mauro-Flude","RMIT University"
"Kate Geck","RMIT University"
"Andrea Rassell","RMIT University"
"Patrick Kelly","RMIT University"
"Sadia Sadia","RMIT University"
"Stayci Taylor","RMIT University"
"DorothyBelle Poli","Roanoke College"
"Lisa Stoneman","Roanoke College"
"Chris Fremantle","Robert Gordon University"
"Robert Lester","Robert Lester Creative"
"Olivia Kuzio","Rochester Institute of Technology"
"Anne M. Royston","Rochester Institute of Technology"
"Kristen Shinohara","Rochester Institute of Technology"
"Carlos Castellanos","Rochester Institute of Technology"
"Susan Farnand","Rochester Institute of Technology"
"Eryk Salvaggio","Rochester Institute of Technology"
"Carlos Igncio Castellanos","Rochester Institute of Technology"
"Joseph Dunne-Howrie","Rose Bruford College"
"Nick Hunt","Rose Bruford College"
"Jana Rusch","Rosenweg 27"
"Florent Berthaut","Rouen Lycée Blaise Pascal"
"Clarissa Ribeiro, Ph.D.","Roy Ascott Studio"
"Clarissa Ribeiro","Roy Ascott Technoetic Arts Studio"
"Kristof Timmerman","Royal Academy of Fine Arts Antwerp"
"Ine Vanoeveren","Royal Academy of Fine Arts Antwerp"
"Alexandra Dementieva","Royal Academy of Fine Arts of Brussels"
"Anthony Gritten","Royal Academy of Music"
"Dave Meckin","Royal College of Art"
"Eleanor Dare","Royal College of Art"
"Yuqian Sun","Royal College of Art"
"Ali Asadipour","Royal College of Art"
"Carla MacKinnon","Royal College of Art"
"Charlotte Jarvis","Royal College of Art"
"Jonathan Pitkin","Royal College of Music"
"Henrik Frisk","Royal College of Music"
"Austin Franklin","Royal College of Music"
"Gyuchul Moon","Royal Conservatoire The Hague"
"Jasmina Stevanov","Royal Holloway, University of London"
"Zubin Kanga","Royal Holloway, University of London"
"Flora Parrott","Royal Holloway, University of London"
"Harriet Hawkins","Royal Holloway, University of London"
"Mark Dyer","Royal Holloway, University of London"
"Johannes M. Zanker","Royal Holloway, University of London"
"Hugh Tinney","Royal Irish Academy of Music"
"Chris Henschke","Royal Melbourne Institute of Technology"
"Thomas W. Dudgeon","Royal Ontario Museum"
"Martin Calvino","Rutgers University"
"Kate Doyle","Rutgers, The State University of New Jersey"
"Sevinc Eroglu","RWTH Aachen University"
"Patric Schmitz","RWTH Aachen University"
"Leif Kobbelt","RWTH Aachen University"
"Torsten W. Kuhlen","RWTH Aachen University"
"Lorella Di Cintio","Ryerson University"
"Allan Gomes","Ryerson University"
"Aadita Chaudhuri","Ryerson University"
"Ilze Briede (Kavi)","Ryerson University"
"Roberta Buiani","Ryerson University"
"Owen Lyons","Ryerson University"
"Alexandra Bal","Ryerson University"
"Irina Lyubchenko","Ryerson University"
"Marisa Samek","Ryerson University"
"Tudor Tibu","Ryerson University"
"Richard Lachman","Ryerson University"
"Ali Mazalek","Ryerson University"
"Sandrine Chudet","Réseau Canopé"
"Arata Jingu","Saarland University"
"André Zenner","Saarland University"
"Antonio Krüger","Saarland University"
"Jürgen Steimle","Saarland University"
"Cihan Biyikli","Saarland University"
"Artin Saberpour Abadian","Saarland University"
"Ata Otaran","Saarland University"
"Marie Muehlhaus","Saarland University"
"Anton Wittig","Saarland University"
"Kiran Gani","Saarland University"
"Martin Feick","Saarland University"
"Martin Schmitz","Saarland University"
"Anna Feit","Saarland University"
"Selçuk Artut","Sabancı University"
"Begüm Çelik","Sabancı University"
"Célia Boutilier","SACRe-PSL ENS"
"Chiensheng Wu","Salesforce AI"
"Philippe Laban","Salesforce Research"
"Divyansh Agarwal","Salesforce Research"
"Marius Schebella","Salzburg University of Applied Sciences"
"Yin Yu","San Diego State University"
"E. B. Hunter","San Francisco State University"
"Yoon Chung Han","San Jose State University"
"Gitte McDonald","San Jose State University"
"Yoonchung Han","San Jose State University"
"Pat Franks","San Jose State University"
"Jongcheon Shin","Sangji University"
"Margareta Ackerman","Santa Clara University"
"Lee Harrold","Santa Clara University"
"Julia A. Scott","Santa Clara University"
"Michele Emmer","Sapienza University of Rome"
"Paola Lagonigro","Sapienza University of Rome"
"Letizia Gioia Monda","Sapienza University of Rome"
"Thomas Piquet","SAT/Metalab"
"Christian Frisson","SAT/Metalab"
"Eduardo A. L. Meneses","SAT/Metalab"
"Beatrice Cannelli","School of Advanced Studies, London"
"Tomas Vancisin","School of Law (PeaceRep)"
"Laura Wise","School of Law (PeaceRep)"
"Sukanta Majumdar","School of Planning and Architecture, Bhopal"
"Adelheid Mers","School of the Art Institute of Chicago"
"Amay Kataria","School of the Art Institute of Chicago"
"Jen Wong","Science Gallery London"
"Silvia Corbara","Scuola Normale Superiore"
"Bri Noonan","Seize the Moment Humanities Lab, Leonardo Initiative, Global Futures Lab"
"Téo Sanchez","SELAS Studio"
"Alon Ilsar","SensiLab, Monash University"
"Liz Lessner","Sensory Engagement Lab"
"Gwanmo Park","Seoul National University"
"Jinwook Seo","Seoul National University"
"Subin An","Seoul National University"
"Yikyung Kim","Seoul National University of Science and Technology"
"Jeong Han Kim","Seoul Women’s University"
"Leon Denise","Shaderland"
"Sharan R Elran","Shamoon College of Engineering"
"Yongsheng Feng","Shandong University"
"WENG Ruolun","Shanghai Conservatory of Music"
"Fei Wu","Shanghai Institute for Advanced Study of Zhejiang University"
"Ioannis Bardakos","Shanghai Institute of Visual Arts"
"Wenfa Li","Shanghai Jiao Tong University"
"Junchi Yan","Shanghai Jiao Tong University"
"Jionghao Wang","Shanghai Jiao Tong University"
"Ziyu Chen","Shanghai Jiao Tong University"
"Jun Ling","Shanghai Jiao Tong University"
"Rong Xie","Shanghai Jiao Tong University"
"Li Song","Shanghai Jiao Tong University"
"Yutong Yang","Shanghai Jiao Tong University"
"Xiangzhong Fang","Shanghai Jiao Tong University"
"Junjie Wang","Shanghai Jiao Tong University"
"Xuanhong Chen","Shanghai Jiao Tong University"
"Shengchao Yuan","Shanghai Jiao Tong University"
"Jieqiong Chen","Shanghai Jiao Tong University"
"Xiaohang Wang","Shanghai Jiao Tong University"
"Zhengyan Tong","Shanghai Jiao Tong University"
"Junwei Zhang","Shanghai Jiao Tong University"
"Yilan Tan","Shanghai Jiao Tong University"
"Zhao Liu","Shanghai Jiao Tong University"
"Yu Cai","Shanghai Jiao Tong University"
"Qiansheng Li","Shanghai University"
"Xintong Song","Shanghai University"
"Yuhao Chen","Shanghai University"
"Guangyu Luo","Shanghai University"
"Anqi Song","Shanghai University"
"Ruiyang Liu","ShanghaiTech University"
"Predrag K Nikolić","ShanghaiTech University"
"Predrag K. Nikolic","ShanghaiTech University"
"Aiqing Nie","Shanxi Normal University"
"Yvonne Förster","Shanxi University"
"Peter Larsson","ShareMusic & Performing Arts"
"Daniela Petrelli","Sheffield Hallam University"
"Kaisu Koski","Sheffield Hallam University"
"Shachar Freddy Kislev","Shenkar College of Engineering, Design and Art"
"Yanai Toister","Shenkar College of Engineering, Design and Art"
"Zhencan Peng","Shenzhen University"
"Pai-Ling Chang","Shih Hsin University"
"Alice V. James","Shippensburg University"
"Hari Govind Mishra","Shri Mata Vaishno Devi University"
"Majella Clarke","Sibelius Academy, University of the Arts Helsinki"
"Dominik Schlienger","Sibelius Academy, University of the Arts Helsinki"
"Jie Wang","Sichuan Fine Arts Institute"
"Zhen Zeng","Sichuan Fine Arts Institute"
"Nan He","Sichuan Fine Arts Institute"
"Alex Bäuerle","Sigma Computing"
"Arshia Sobhan","Simon Fraser University"
"Gabriela Aceves-Sepulveda","Simon Fraser University"
"Hamed Rashtian","Simon Fraser University"
"Terry C. W. Wong","Simon Fraser University"
"Ekaterina R. Stepanova","Simon Fraser University"
"Lyn Bartram","Simon Fraser University"
"Steve DiPaola","Simon Fraser University"
"Kristin Carlson","Simon Fraser University"
"Bernhard E. Riecke","Simon Fraser University"
"Lawrence Kim","Simon Fraser University"
"Jim Bizzocchi","Simon Fraser University"
"Dr. Lyn Bartram","Simon Fraser University"
"Lyn R Bartram","Simon Fraser University"
"Parsa Rajabi","Simon Fraser University"
"Pinyao Liu","Simon Fraser University"
"Kivanç Tatar","Simon Fraser University"
"Jean Brazeau","Simon Fraser University"
"Gabriela Aceves Sepúlveda","Simon Fraser University"
"John Desnoyers-Stewart","Simon Fraser University"
"Foroozan Daneshzand","Simon Fraser University"
"Suk Kyoung Choi","Simon Fraser University"
"Sheelagh Carpendale","Simon Fraser University"
"Philippe Pasquier","Simon Fraser University"
"Mahsoo Salimi","Simon Fraser University"
"Nouf Abukhodair","Simon Fraser University"
"Kate Hennessy","Simon Fraser University"
"Ronald Boersen","Simon Fraser University"
"Brett Gaylor","Simon Fraser University"
"Anthony Tang","Singapore Management University"
"Jie Gao","Singapore University of Technology and Design"
"Sadiya Akasha","Sitara Systems"
"Nathan S Lachenmyer","Sitara Systems"
"Ilya Borovik","Skolkovo Institute of Science and Technology"
"João Marcos Maciel","SmarttBot"
"Yurou Chen","SOAS, University of London"
"Michał Seta","Société des Arts Technologiques"
"Alexandre Burton","Société des Arts Technologiques"
"Christian Frisson","Société des Arts Technologiques"
"Emmanuel Durand","Société des Arts Technologiques"
"Sieun Park","Sogang University"
"Jaewon Choi","Sogang University"
"Jean Ho Chu","Sogang University"
"Jusub Kim","Sogang University"
"Sey Min","Sogang University"
"Yasser Fouad Selim","Sohag University"
"Garfield Benjamin","Solent University, Southampton"
"Brett Terry","Sonalysts"
"Irene Eunyoung Lee","Sonic Arts and Culture"
"Dr Nigel Helyer","Sonic Objects; Sonic Architecture"
"Guoyan Wang","Soochow University"
"Suk Chon","Soongsil University"
"Jongcheon Shin","Soongsil University"
"Joonsung Yoon","Soongsil University"
"Rémi Sagot-Duvauroux","Sorbonne Nouvelle University"
"Matthieu Couteau","Sorbonne Nouvelle University"
"Olga Kobryn","Sorbonne Nouvelle University"
"Sophie Balcon-Fourmaux","Sorbonne Nouvelle University"
"Guillaume Soulez","Sorbonne Nouvelle University"
"Emily Graber","Sorbonne Université"
"Charles Picasso","Sorbonne Université"
"Stephen Whitmarsh","Sorbonne Université"
"Baptiste Caramiaux","Sorbonne Université"
"Théo Jourdan","Sorbonne Université"
"Jerome Nika","Sorbonne Université"
"François-Xavier Féron","Sorbonne Université"
"Christophe d'Alessandro","Sorbonne Université"
"Thomas Lucas","Sorbonne Université"
"Sandra Volny","Sound and Space Research"
"Heng Zhang","Southeast University"
"Aiguo Song","Southeast University"
"Yichen Xiang","Southeast University"
"Jianwei Zheng","Southeast University"
"Lifeng Zhu","Southeast University"
"Grayson Cooke","Southern Cross University"
"Marcello Messina","Southern Federal University"
"Courtney Brown","Southern Methodist University"
"Carinne Knight","Southern New Hampshire University"
"Marcel Zaes Sagesser","Southern University of Science and Technology"
"Hanyu Qu","Southern University of Science and Technology"
"Christiane M. Herr","Southern University of Science and Technology"
"Enza Migliore","Southern University of Science and Technology"
"Giusy Checola","Space Ecologies Art and Design"
"Katrien Kolenberg","Space Ecologies Art and Design"
"Pieter Steyaert","Space Ecologies Art and Design"
"Pim Tournaye","Space Ecologies Art and Design"
"Jeroen Verschuren","Space Ecologies Art and Design"
"Angelo Vermeulen","Space Ecologies Art and Design"
"Amy Holt","Space Ecologies Art and Design"
"Mona Nasser","Space Ecologies Art and Design"
"Diego Maranan","Space Ecologies Art and Design"
"John Chung","SpaceCraft Inc."
"Thomas Francart","Sparna"
"David McConville","Spherical Studio"
"Dawn Danby","Spherical Studio"
"Lawrence Bird","Sputnik Architecture"
"Anthony Rowe","Squidsoup"
"Banphatree Khomkham","Srinakharinwirot University"
"James A. Hughes","St. Francis Xavier University"
"Tara Taylor","St. Francis Xavier University"
"Barry MacKenzie","St. Francis Xavier University"
"Travis MacDonald","St. Francis Xavier University"
"Olesya Turkina","St. Petersburg State University"
"Dona George","St. Xavier’s College for Women"
"Jacob Ritchie","Stanford University"
"Maneesh Agrawala","Stanford University"
"Terry Feng","Stanford University"
"Chris Chafe","Stanford University"
"Jiaju Ma","Stanford University"
"Joon Sung Park","Stanford University"
"Joseph O’Brien","Stanford University"
"Percy Liang","Stanford University"
"Michael Bernstein","Stanford University"
"Yikai Li","Stanford University"
"Sean Follmer","Stanford University"
"Joon-sung Park","Stanford University"
"Lindsay Popowski","Stanford University"
"Michael R. Mulshine","Stanford University"
"Jingyi Li","Stanford University"
"Hariharan Subramonyam","Stanford University"
"Kunwoo Kim","Stanford University"
"Andrew Zhu Aday","Stanford University"
"Christopher Pondoc","Stanford University"
"Jenny Han","Stanford University"
"Miroslav Suzara","Stanford University"
"Yilin Zhu","Stanford University"
"Matthew Wright","Stanford University"
"Romain Michon","Stanford University"
"Matthew Caren","Stanford University"
"Jean-Peïc Chou","Stanford University"
"Juan Sierra","Stanford University"
"Doga Cavdir","Stanford University"
"Michael Mulshine","Stanford University"
"Lloyd May","Stanford University"
"Julie Herndon","Stanford University"
"Lodewijk L Gelauff","Stanford University"
"Yuqi Yao","Stanford University"
"Tristan Peng","Stanford University"
"Hongchan Choi","Stanford University"
"Ge Wang","Stanford University"
"Jonathan Berger","Stanford University"
"Nicholas Shaheed","Stanford University"
"Veronika Domova","Stanford University"
"Celeste Betancur","Stanford University"
"Fernando Lopez-Lezcano","Stanford University"
"Jack Atherton","Stanford University"
"Anyi Rao","Stanford University"
"Marise van Zyl","Stanford University"
"Shuo Yan","State Key Laboratory of Virtual Reality Technology and Systems, Beihang University"
"Olesya Turkina","State Russian Museum"
"Matt Robidoux","Sterne School - San Francisco"
"Tomoki Kobayashi","stmn, inc."
"Axel Chemla–Romeu-Santos","STMS Lab Ircam–CNRS–Sorbonne Université"
"Sophie Landwehr Sydow","Stockholm University"
"Jakob Tholander","Stockholm University"
"Paola Torres Núñez del Prado","Stockholm University of the Arts"
"Mamdooh Afdile","Stockholm University of the Arts"
"Robert Cosgrove","Stony Brook University"
"Yan Ma","Stony Brook University"
"Xiaojun Bi","Stony Brook University"
"Jeremy Chu","Stony Brook University"
"Joo Yun Lee","Stony Brook University"
"Margaret Schedel","Stony Brook University"
"Xianfeng David Gu","Stony Brook University"
"Anthony Phillips","Stony Brook University"
"Daniel Temkin","Studio Daniel Temkin (Institution)"
"Annemarie Piscaer","Studio Dust"
"Yu Zhang","STUDIO Ü"
"Fernando Martín Velazco","Stultifera Navis Institutom"
"Sohail Ahmed Soomro","Sukkur IBA University"
"Zhenhui Peng","Sun Yat-sen University"
"Qiushi Han","Sun Yat-sen University"
"Yehao Li","Sun Yat-sen University"
"Kangyu Yuan","Sun Yat-sen University"
"Hehai Lin","Sun Yat-sen University"
"Fengzhou Liang","Sun Yat-sen University"
"Shilei Cao","Sun Yat-sen University"
"Eunil Park","Sungkyunkwan University"
"Sung-ah Kim","Sungkyunkwan University"
"Sun-young Jang","Sungkyunkwan University"
"Jaemin Jo","Sungkyunkwan University"
"Jihay Park","Sungkyunkwan University"
"Junyeop Cha","Sungkyunkwan University"
"Mengmeng Yue","Suning e-buy Group Co., Ltd."
"Michael Malcolm","SUNY At Albany"
"Ana Jofre","SUNY Polytechnic Institute"
"Margaret Schedel","SUNY Stony Brook"
"Jonathan Perkins","SuperRare.co"
"Serena Cangiano","SUPSI"
"Howard Riley","Swansea College of Art, University of Wales Trinity Saint David"
"Yifei Cheng","Swarthmore College"
"Christopher Fluke","Swinburne University of Technology"
"Pamela Bain","Swinburne University of Technology"
"Petra Gemeinboeck","Swinburne University of Technology"
"Melanie Swalwell","Swinburne University of Technology"
"John McCormick","Swinburne University of Technology"
"James Josephides","Swinburne University of Technology"
"Carolyn Lewens","Swinburne University of Technology"
"Kim Vincs","Swinburne University of Technology"
"WhiteFeather Hunter","SymbioticA, University of Western Australia"
"Anshul Roy","Syracuse University"
"Sean Hongsheng Zhai","Syracuse University"
"Rebecca Ruige Xu","Syracuse University"
"Sophie Landwehr Sydow","Södertörn University"
"Martin P Jonsson","Södertörn University"
"Vidya Setlur","Tableau"
"Arjun Srinivasan","Tableau"
"Andriy Kanyuka","Tableau"
"Matthew Brehmer","Tableau Research"
"Su-Chu Hsu","Taipei National University of the Arts"
"Debora Souza","Tallinn University"
"Mar Canet Sola","Tallinn University"
"Nuno N. Correia","Tallinn University"
"Akihiro Kubota","Tama Art University"
"Yonlay Cabrera","Tama Art University"
"Archontis Politis","Tampere University"
"Katerina ElRaheb","Tampere University"
"Mahdi Bahrami","Tarbiat Modares University"
"Amir Albadvi","Tarbiat Modares University"
"Călin Neamțu","Technical University of Cluj-Napoca"
"Radu Comes","Technical University of Cluj-Napoca"
"Iosif-Andrei Kiss","Technical University of Cluj-Napoca"
"Gonzalo Munilla-Garrido","Technical University of Munich"
"Conor McGarrigle","Technological University Dublin"
"Katherine Nolan","Technological University Dublin"
"Aitziber Egusquiza","TECNALIA"
"Daniel Torras i Segura","TecnoCampus (UPF)"
"Esen Gökçe Özdamar","Tekirdağ Namık Kemal University"
"Stahl Stenslie","TEKS - Trondheim Electronic Arts Centre"
"Zane Cerpina","TEKS - Trondheim Electronic Arts Centre"
"Yael Via Dorembus","Tel Aviv University"
"Sharon Aronson-Lehavi","Tel Aviv University"
"Natan Skop","Tel Aviv University"
"Kui Wu","Tencent"
"Guowen Chen","Tencent Technology Co., Ltd."
"Fanbo Meng","Tencent Technology Co., Ltd."
"Yanfeng Wang","Tencent Technology Co., Ltd."
"Joseph Orr","Texas A&M University"
"Caleb Kicklighter","Texas A&M University"
"Jacqueline Gonzalez","Texas A&M University"
"Eun Sun Chu","Texas A&M University"
"Lauren Toler","Texas A&M University"
"Stephanie Sykora","Texas A&M University"
"Courtney Michalsky","Texas A&M University"
"Ergun Akleman","Texas A&M University"
"Eman Al-Zubeidi","Texas A&M University"
"Vidya Sridhar","Texas A&M University"
"Jinsil Seo","Texas A&M University"
"Anatol Bologan","Texas A&M University"
"Jinsil Hwaryoung Seo","Texas A&M University"
"Julia DeLaney","Texas A&M University"
"Motahareh Fard","Texas A&M University"
"Ani Barseghyan","Texas A&M University"
"Yinan Xiong","Texas A&M University"
"Anusha Shanker","Texas A&M University"
"Louis G. Tassinary","Texas A&M University"
"Weiling He","Texas A&M University"
"James R. Ball III","Texas A&M University"
"Angenette Spalink","Texas A&M University"
"Annie Bares","Texas Advanced Computing Center"
"Alexandra Gonzenbach Perkins","Texas State University"
"Brian Smith","Texas State University"
"Aristotelis Hadjakos","TH OWL"
"Henry Gardner","The Australian National University"
"Zeruo Liu","The Australian National University"
"Yichen Wang","The Australian National University"
"Charles Patrick Martin","The Australian National University"
"Anna Madeleine Raupach","The Australian National University"
"Charles Martin","The Australian National University"
"Rohan Proctor","The Australian National University"
"Dr Ella Barclay","The Australian National University"
"Kieran Browne","The Australian National University"
"Wennan He","The Australian National University"
"Kit Devine","The Australian National University"
