"university_name","author_name","total_score"
"Carnegie Mellon University","Yi-Hao Peng","25.0000000000000000"
"Carnegie Mellon University","Barnabas Poczos","23.9869673689506676"
"Carnegie Mellon University","Manzil Zaheer","23.9869673689506676"
"Carnegie Mellon University","Aniket Kittur","18.9774480642202313"
"Carnegie Mellon University","Tongshuang Wu","18.9774480642202313"
"Carnegie Mellon University","Cristóbal Valenzuela","15.3286798191364604"
"Carnegie Mellon University","Lea Albaugh","15.3286798191364604"
"Carnegie Mellon University","Abena Boadi-Agyemang","15.3286798191364604"
"Carnegie Mellon University","Joe Mullenbach","15.3286798191364604"
"Carnegie Mellon University","Kylon Chiang","15.3286798191364604"
"Carnegie Mellon University","Craig Shultz","15.3286798191364604"
"Carnegie Mellon University","Nikolas Martelaro","15.3286798191364604"
"Carnegie Mellon University","Anastasis Germanidis","15.3286798191364604"
"Carnegie Mellon University","Shobhit Aggarwal","15.3286798191364604"
"Carnegie Mellon University","Tucker Rae-Grant","15.3286798191364604"
"Carnegie Mellon University","Yining Shi","15.3286798191364604"
"Carnegie Mellon University","Yuyu Lin","15.3286798191364604"
"Carnegie Mellon University","David Gordon","12.8758562578395565"
"Carnegie Mellon University","Semina Yi","12.8758562578395565"
"Carnegie Mellon University","Jacqui Fashimpaur","12.8758562578395565"
"Carnegie Mellon University","Zheng Jiang","12.8758562578395565"
"Carnegie Mellon University","Tong Bai","12.8758562578395565"
"Carnegie Mellon University","Syuan-Cheng Sun","12.8758562578395565"
"Carnegie Mellon University","Yuran Ding","12.8758562578395565"
"Carnegie Mellon University","Sapna Tayal","12.8758562578395565"
"Carnegie Mellon University","Juhi Kedia","12.8758562578395565"
"Carnegie Mellon University","Ankita Patel","12.8758562578395565"
"Carnegie Mellon University","Sonia Prashant","12.8758562578395565"
"Carnegie Mellon University","Lingyao Zhang","11.1111111111111111"
"Carnegie Mellon University","Patrick Carrington","11.1111111111111111"
"Carnegie Mellon University","Chun-Liang Li","11.1111111111111111"
"Carnegie Mellon University","Austin Dill","11.1111111111111111"
"Carnegie Mellon University","Ruohong Gan","11.1111111111111111"
"Carnegie Mellon University","Carolyn Rosé","9.7790731887753041"
"Carnegie Mellon University","James Mccann","9.7790731887753041"
"Carnegie Mellon University","Ana Garcia-Alonzo","9.7790731887753041"
"Carnegie Mellon University","Melisa Orta Martinez","9.7790731887753041"
"CARTIF Centro Tecnológico","Francisco Barrientos","60.0000000000000000"
"CARTIF Centro Tecnológico","David Olmedo","7.8992797075790238"
"CARTIF Centro Tecnológico","Pedro Martín-Lerones","7.8992797075790238"
"Caspian Gardens","Caspian Robertson","18.9774480642202313"
"Catalan Institute for Research and Advanced Studies","Leo Wanner","2.8616999045776328"
"Catholic University of Temuco","Luis Garcia-Lara","60.0000000000000000"
"CEIARTE-UNTREF","Ricardo Dal Farra","60.0000000000000000"
"Center for Art and Media Karlsruhe","Yannick Hofmann","30.0000000000000000"
"Center for Excellence in Film and Interactive Media Arts","Nadja Lipsyc","30.0000000000000000"
"Center for Interdisciplinary Research of Musical Creativity, Moscow State Conservatory","Benjamin Skepper","25.0000000000000000"
"Central Academy of Fine Arts","Zhijie Qiu","12.8758562578395565"
"Central Academy of Fine Arts","Baoyang Chen","12.8758562578395565"
"Central Academy of Fine Arts","Yixuan Zhang","11.1111111111111111"
"Central Academy of Fine Arts","Dr. Wai Ping Chan","11.1111111111111111"
"Central Conservatory of Music","Zijin Li","7.2302624316777503"
"Central European Research Institute for Art History","Flóra Barkóczi","20.0000000000000000"
"Central Saint Martins, University of the Arts London","Betti Marenko","25.0000000000000000"
"Centre de recherche interdisciplinaire en Réadaptation (CRIR)","Aliki Thomas","18.9774480642202314"
"Centre de Sciences Humaines","Jean-Thomas Martelli","60.0000000000000000"
"Centre d’arts Santa Mònica","Eduardo Soriano Goñi","30.0000000000000000"
"Centre d’Imagerie Scintigraphique de Blida","Mohamed El Abdi","18.9774480642202313"
"Centre for Art and Communication","Jose-Carlos Mariategui","60.0000000000000000"
"Centre for Cultural Informatics and Information Systems Laboratory, FORTH-ICS","Pavlos Fafalios","60.0000000000000000"
